word,cat,A_M,A_SD,V_M,V_SD
role player,noun,3.62,2.25,5.98,1.83,
quaggy,adj,4.13,2.13,4.44,2.07,
unguaranteed,adj,5.56,2.34,2.36,1.33,
minify,verb,4.65,2.13,5.2,1.28,
floozie,noun,4.93,2.82,3.34,2.31,
infliction,noun,4.49,2.69,3.27,1.86,
comic,noun,5.44,2.47,7.05,1.96,
sissified,adj,5.17,2.57,3.14,1.96,
get rid of,verb,5,2.32,3.64,2.08,
caper,noun,5.89,2.37,6.98,1.97,
artefact,noun,4.14,1.98,5.3,1.2,
conjugation,noun,6.34,2.35,6.48,2.45,
creative thinking,noun,4.66,2.43,6.62,1.84,
cause,verb,5,2.53,6.97,1.91,
mortal,noun,3.82,2.4,5.09,1.67,
unpaid,adj,5.15,3.04,8.26,1.31,
weaken,verb,5,2.32,3.64,2.08,
person,noun,3.95,1.97,5.05,1.34,
lot,noun,4.95,2.81,1.7,1.07,
nipper,noun,5.55,2.29,7.08,1.98,
half-wit,noun,4.21,2.47,3.16,1.91,
esteem,verb,6.96,2.17,2.76,2.12,
humanistic,adj,4.5,1.91,6.89,1.7,
monstrous,adj,5.38,2.23,2.43,1.27,
fulfill,verb,5.41,2.43,6.63,1.68,
corrupt,adj,4.98,2.48,3.5,2.16,
watchful,adj,6.85,2.53,6.2,1.76,
coddle,verb,5.53,2.8,8.22,1.2,
get along,verb,6.02,2.58,7.73,1.34,
snarf,verb,4.59,2.1,3.83,1.7,
get laid,verb,6.44,3.35,8.72,0.7,
travelling,noun,4.12,2.3,6.34,1.56,
fixings,noun,4.37,2.14,6.47,1.59,
raiment,verb,4.49,2.5,6.07,1.61,
life-threatening,adj,5.26,2.36,3.2,1.74,
euphoric,adj,4.18,2.5,1.57,0.96,
twitch,verb,4.59,2.1,3.83,1.7,
defence,noun,4.48,2.29,4.05,1.41,
screeching,noun,5.36,2.91,3.93,2.22,
mirthful,adj,5.57,2.8,7.41,1.92,
construction,noun,3.47,2.12,5.33,1.33,
side arm,noun,5.55,2.39,4.02,2.44,
electrical device,noun,3.36,2.12,4.82,1.23,
cut off,verb,5,2.32,3.64,2.08,
representative,noun,4.48,2.29,4.05,1.41,
war paint,noun,4.1,2.36,5.62,1.72,
state,noun,6.67,1.87,6.54,2.21,
scholar,noun,7.25,2.25,8.19,1.13,
typeface,noun,5.6,2.21,6.8,1.61,
tart,noun,5.85,2.93,2.3,2.11,
send away,verb,7.17,2.06,3.22,2.06,
boy,noun,4.29,2.69,6.87,1.64,
bemire,verb,3.98,2.29,3.37,1.34,
proceeding,noun,4.93,2.44,3.37,2,
festering,noun,4.82,2.06,2.86,1.91,
tease,verb,5.57,2.8,7.41,1.92,
Hell,noun,5.61,3.2,7.3,2.39,
kinfolk,noun,4.25,2.47,5.55,2.24,
pedagogue,noun,4.37,2.14,6.47,1.59,
fall flat,verb,4.7,2.48,4.09,2.21,
pitch,verb,4.39,2.29,5.88,1.62,
take chances,verb,6.98,2.15,7.6,1.5,
mental imagery,noun,4.53,2.72,6.73,1.75,
separate,verb,6.33,2.71,2.22,1.88,
homo,noun,5.12,2.27,4.67,2.45,
pass,verb,5.15,3.04,8.26,1.31,
wealth,noun,4.87,2.66,1.67,0.9,
memory board,noun,5.42,2.25,6.62,1.5,
propitious,adj,6.53,2.34,8.17,1.06,
nictitation,noun,5.44,2.68,6.93,1.83,
nail,verb,5.5,2.66,6.88,1.93,
crenellated,adj,5.36,2.37,4.39,1.63,
block off,verb,5,2.83,6.42,2.05,
disturbed,adj,4.29,2.45,1.9,1.14,
falsity,noun,5,2.77,7.8,1.29,
fighter,noun,5.12,2.26,5.51,1.8,
wearable,noun,4.49,2.5,6.07,1.61,
force,noun,4.1,2.24,5.55,1.58,
sink in,verb,4.39,2.81,6.16,2.33,
stir up,verb,5.8,2.39,3.66,2,
cut away,verb,5,2.32,3.64,2.08,
falsification,noun,6.1,2.77,1.56,0.79,
individual,noun,6.11,2.65,8.29,0.93,
wrong,adj,4.98,2.48,3.5,2.16,
leave out,verb,4.83,2.31,2.63,1.64,
discolor,verb,4.61,2.24,5.39,1.8,
brown,noun,5.29,2.55,6.88,1.89,
saddening,adj,4.13,2.38,1.61,0.95,
spiritedness,noun,6.02,2.62,7.27,1.88,
unfortunate,adj,4.61,2.24,5.39,1.8,
righteous,adj,4.49,2.28,6.2,1.85,
ironist,noun,5.39,2.53,6.46,1.76,
criminal,noun,4.76,2.4,5.67,1.91,
get up,verb,3.31,1.98,5.29,1.27,
occur,verb,4.7,2.48,4.09,2.21,
fortify,verb,3.14,2.47,7.57,1.76,
hall,noun,5.1,2.75,7.19,1.78,
Indo-Hittite,noun,4.2,2.4,6.41,1.89,
evil spirit,noun,6.76,2.68,2.11,1.56,
wintry,adj,4.75,2.56,3.5,1.85,
come down,verb,5.54,2.37,3.29,1.95,
performing,noun,3.85,2.58,5.56,1.76,
kick down,verb,4.9,2.35,4.31,2.18,
clay sculpture,noun,4.07,1.98,3.55,1.7,
aggressiveness,noun,5.04,2.18,6.39,1.6,
morose,adj,4.28,2.21,4.71,2.36,
somatesthesia,noun,6.5,2.49,2.13,1.81,
create from raw material,verb,4.44,1.96,6.16,1.89,
toothsome,adj,5.34,2.51,7.5,1.08,
survival,noun,4.66,2.12,5.85,1.53,
talk over,verb,3.15,1.77,5.08,0.98,
ire,noun,8.17,1.4,2.41,1.86,
elate,verb,8.02,1.65,8.05,1.48,
inclementness,noun,3.46,1.92,3.65,1.61,
put on,adj,3.43,2.09,3.27,1.4,
forbearing,adj,4.21,2.37,5.29,1.89,
poet,noun,3.7,2.18,5.68,1.62,
rat,verb,4.14,2.11,6.12,1.44,
exhaust,verb,5.69,2.51,7.47,1.73,
antipathetical,adj,6.44,2.28,2.73,1.5,
graphic symbol,noun,4.9,2.37,6.61,1.59,
ludicrous,adj,4.36,2.2,4.26,1.82,
fashion,noun,3.91,2.64,7.52,1.23,
articulatio cubiti,noun,3.81,2.14,5.12,0.92,
color-blind,adj,4.39,2.36,3.05,1.99,
piles,noun,5.49,2.43,6.59,1.66,
render,verb,6,2.02,3.19,1.66,
intellect,noun,5.12,2.46,7.26,1.42,
motion picture,noun,4.93,2.54,6.86,1.81,
mother fucker,noun,6.07,2.15,3.36,2.16,
get in,verb,3.36,2.12,4.82,1.23,
repel,verb,6.56,2.34,4.13,1.78,
obstreperous,adj,6.1,2.51,4.26,2.12,
gracefulness,noun,4.85,1.8,6.46,1.57,
death,noun,2.8,2.66,7.2,1.77,
de luxe,adj,4.53,2.65,7.43,1.26,
stymy,verb,4.12,2.01,3.81,1.42,
agitate,verb,7.15,2.19,3.76,2.63,
tang,noun,5.59,2.66,6.79,2.04,
ravisher,noun,5.5,2.73,8.42,0.83,
preclude,verb,4.95,2.19,6.45,1.93,
groundwork,noun,3.61,2.56,7.51,1.38,
stinkpot,noun,4.95,2.36,3.02,1.66,
spent,adj,2.64,2.19,3.28,1.43,
persona non grata,noun,6.86,2.41,2.77,2.32,
indicant,noun,4.3,2.26,4.35,1.23,
clear,adj,5.4,2.33,7.5,1.55,
partner,noun,4.93,2.22,6.33,1.97,
nutriment,noun,5.62,2.25,7.36,1.38,
theologist,noun,5.92,2.6,7.08,2.2,
half-witted,adj,4.72,2.71,2.31,1.37,
disrespect,noun,6.83,2.7,1.8,1.23,
compressible,adj,4.63,2.61,7.12,1.34,
dynasty,noun,6.07,2.42,7.1,1.97,
loathly,adj,6.09,2.44,2.96,2.37,
puking,noun,5.75,2.84,2.06,1.57,
round,verb,6.83,2.7,1.8,1.23,
decrease,verb,3.39,2.22,3.93,1.6,
triggerman,noun,7.02,1.84,3.47,2.48,
breach,verb,5.56,2.06,2.76,1.5,
piece of ground,noun,5.53,2.96,7.92,1.2,
disgrace,verb,4.93,2.23,2.81,1.52,
component part,noun,3.24,2.08,5.26,0.86,
excuse,verb,4.73,2.64,7.02,1.57,
lose,verb,7.72,2.16,8.38,0.92,
writer,noun,5.75,2.47,7.08,1.83,
crossway,noun,3.91,1.92,4.36,1.21,
unregretful,adj,5.74,2.32,2.28,1.42,
bag,noun,4.21,2.94,7.91,1.63,
colorlessness,noun,4.73,2.64,7.02,1.57,
disagreement,noun,5.02,2.24,7.08,1.59,
mart,noun,4.12,1.83,5.66,1.02,
hawk,noun,3.79,2.28,6.9,1.54,
build,noun,4.19,2.45,6.32,1.74,
withstand,verb,6.15,2.45,7.15,1.64,
criticism,noun,7.17,2.06,3.22,2.06,
miscreant,noun,6.26,2.61,2.79,2.12,
displeased,adj,5.42,2.59,2.45,1.41,
wizard,adj,5.95,2.36,7.46,1.64,
peter,noun,4.7,2.59,3.98,1.73,
Wain,noun,3.98,2.04,5.37,0.97,
humble,adj,5.43,2.42,3.05,1.92,
grieve,verb,3.72,2.02,3.37,1.57,
anguish,verb,6.1,2.77,1.56,0.79,
declension,noun,4.7,2.48,4.09,2.21,
big,adj,5.56,3.01,8.03,1.56,
goosey,adj,4.72,2.71,2.31,1.37,
bare,adj,3.52,2.05,4.39,1.46,
die,verb,6.95,2.44,2.31,1.44,
smart,adj,3.91,2.64,7.52,1.23,
jerk off,verb,5.67,2.18,5.45,2.02,
cristal,noun,7.38,1.92,7.98,1.52,
sick,adj,5.8,2.88,2.05,1.2,
unlucky,adj,6.53,2.34,8.17,1.06,
port,noun,3.8,2.18,5.22,1.13,
pant,noun,4.37,2.14,6.47,1.59,
armored vehicle,noun,4.88,1.86,5.16,1.87,
wiener,noun,5.76,2.5,7.57,1.66,
helper,noun,5.8,3.01,7.73,1.56,
nervous strain,noun,7.45,2.38,2.09,1.41,
minx,noun,5.87,2.56,4.84,2.51,
obtuse,adj,3.39,2.22,3.93,1.6,
full general,noun,4.93,2.82,3.34,2.31,
respire,verb,5,2.53,6.97,1.91,
leal,adj,5.16,2.42,7.55,1.9,
arouse,verb,5.86,2.4,2,1.18,
superior,adj,4.48,2.12,6.25,1.59,
titty,noun,5.37,2.39,6.5,1.78,
servile,adj,6.21,2.93,1.84,1.13,
bacchanal,noun,6.39,2.63,2.96,1.93,
get,verb,4,2.14,4.56,1.72,
billet,noun,4.08,1.92,5.24,1.59,
Christ,noun,5.8,3.01,7.73,1.56,
occurrent,noun,6.26,2.87,2.05,1.19,
raspberry,noun,3.17,2.23,7.27,1.36,
loathsome,adj,4.93,2.23,2.81,1.52,
pot,noun,4,2.14,4.56,1.72,
bespoken,adj,4.66,2.12,5.85,1.53,
jot,noun,4.59,2.1,3.83,1.7,
light source,noun,6,2.02,3.19,1.66,
import,noun,4.49,2.28,6.2,1.85,
go-cart,noun,4.84,2.17,5.47,1.88,
incurvature,noun,3.47,2.12,5.33,1.33,
chick,noun,3.17,2.23,7.27,1.36,
the great unwashed,noun,5.94,2.09,7.33,1.7,
destroy,verb,6.81,3.17,1.25,0.91,
lesion,noun,5,2.32,3.64,2.08,
ill-treat,verb,6.83,2.7,1.8,1.23,
nationalistic,adj,5.16,2.42,7.55,1.9,
inhibit,verb,5.44,2.68,6.93,1.83,
countenance,noun,5.04,2.18,6.39,1.6,
keeper,noun,4.84,2.04,6.08,2.08,
confab,verb,5.74,2.38,3.48,2.33,
conceive of,verb,4.53,2.72,6.73,1.75,
make whoopie,verb,6.39,2.63,2.96,1.93,
decent,adj,3.98,2.24,5.76,1.28,
account,noun,6.02,2.62,7.27,1.88,
navigator,noun,4.44,1.96,6.16,1.89,
litterateur,noun,3.36,2.18,5.89,1.73,
laden,adj,5.63,2.07,2.5,1.32,
electric-light bulb,noun,4.1,2.02,5.61,1.28,
increase,verb,4.7,2.48,4.09,2.21,
reassured,adj,6.22,2.41,7.98,1.29,
somatic sensation,noun,6.07,2.26,3.38,1.61,
lift,verb,3.95,2.28,5.46,1.75,
incomparable,adj,4.83,2.66,2.41,1.77,
dishearten,verb,6.12,2.45,8.1,1.17,
brassy,adj,5.38,2.37,4.35,1.76,
unquiet,adj,5.94,2.36,2.17,1.21,
jitney,noun,3.55,1.8,4.51,1.57,
kindred,noun,4.8,2.71,7.65,1.55,
come,verb,5.73,2.09,4.33,2.35,
tittle-tattle,noun,5.74,2.38,3.48,2.33,
flip,verb,5,2.32,3.64,2.08,
articulatio plana,noun,4.16,2.03,5.27,1.54,
bird,noun,4.24,2.43,6.09,1.96,
macrocosm,noun,5.32,2.39,6.5,2.03,
troubled,adj,6.59,2.07,3.29,1.47,
largo,adj,3.39,2.22,3.93,1.6,
set off,verb,3.82,2.24,5.11,1.78,
ratter,noun,5.5,2.55,2.45,1.8,
nightfall,noun,4.7,2.48,4.09,2.21,
ring,verb,3.86,2.13,5.67,1.26,
coition,noun,7,2.07,7.36,1.57,
misconduct,noun,5.57,2.26,3.05,1.65,
toy with,verb,5.11,2.84,7,2.01,
penalisation,noun,5.32,3.19,8.13,1.09,
advance,verb,5.73,2.09,4.33,2.35,
publicize,verb,4.12,2.3,6.34,1.56,
approach,verb,5.04,2.18,6.39,1.6,
radiate,verb,5.44,2.68,6.93,1.83,
savage,adj,5.68,2.65,1.97,1.67,
level,noun,4.48,2.12,6.25,1.59,
quest,verb,4.48,2.29,4.05,1.41,
conflict,noun,6.56,2.34,4.13,1.78,
macabre,adj,4.29,2.45,1.9,1.14,
kinsfolk,noun,5.94,2.09,7.33,1.7,
compelling,adj,5.83,2.69,6.84,1.8,
mental faculty,noun,5.42,2.25,6.62,1.5,
creature,noun,5.1,2.59,6.79,2.32,
fizzle,noun,7.15,2.4,2.1,1.19,
congest,verb,4.93,2.23,2.81,1.52,
message,noun,4.17,2.02,4.61,1.63,
gage,noun,4.14,2.11,6.12,1.44,
student,noun,5.86,2.7,5.2,2.54,
bribable,adj,4.67,2.35,3.32,2.32,
clank,noun,6.95,2.44,2.31,1.44,
parent,noun,5.55,2.29,7.08,1.98,
wanton,adj,4.48,2.82,7.1,1.91,
peevishness,noun,5.1,2.59,6.79,2.32,
publishing firm,noun,2.5,1.85,5.2,1.21,
orphic,adj,4.84,2.57,6,2.21,
interrupted,adj,5.43,2.42,3.05,1.92,
tough luck,noun,4.76,2.55,2.45,1.61,
warranted,adj,3.14,2.47,7.57,1.76,
deoxyephedrine,noun,4.27,2.07,4.75,1.38,
unhealthiness,noun,5.61,2.67,2.25,1.71,
yellow-bellied,adj,4.43,2.05,5.61,1.94,
swine,noun,4.2,2.42,5.07,1.97,
malevolence,noun,6.08,2.44,2.68,1.81,
theologizer,noun,4.93,2.82,3.34,2.31,
scrapper,noun,3.17,1.84,5.33,1.2,
voiced,adj,5.12,2.19,5.22,1.82,
coward,noun,5.17,2.57,3.14,1.96,
interpose,verb,4.95,2.01,4.1,1.88,
superscript,noun,3.83,2.05,3.07,1.57,
desecrate,verb,4.05,2.59,7.19,1.69,
chaste,adj,5.51,2.06,6.45,1.76,
peace,noun,7.49,2.16,2.08,1.91,
traveller,noun,5.45,2.15,5.6,1.82,
unattackable,adj,3.14,2.47,7.57,1.76,
unpleasant person,noun,6.76,2.68,2.11,1.56,
color,verb,6.22,1.91,2.73,1.72,
dispel,verb,7.17,2.06,3.22,2.06,
confounded,adj,5.82,2.62,2.82,1.83,
watch,verb,4.1,2.12,5.78,1.51,
dishonour,verb,6.81,3.17,1.25,0.91,
geographic region,noun,3.88,1.99,5.33,0.87,
symbol,noun,5.9,1.83,7.66,1.24,
accumulation,noun,4.8,2.71,7.65,1.55,
information processing system,noun,4.75,1.93,6.24,1.61,
insert,verb,3.62,2.25,5.98,1.83,
check,verb,4.1,2.12,5.78,1.51,
break up,verb,3.82,2.24,5.11,1.78,
wound,verb,3.81,2.27,3.29,1.69,
signification,noun,5.56,2.62,7,1.32,
uncheerfulness,noun,6.12,2.45,8.1,1.17,
habitation,noun,4.56,2.41,7.26,1.72,
depression,noun,4.7,2.59,3.98,1.73,
monarch,noun,5.51,2.77,7.26,1.67,
inability,noun,6.67,1.87,6.54,2.21,
strident,adj,4.63,2.61,7.12,1.34,
go,verb,4.7,2.48,4.09,2.21,
sexual activity,noun,6.44,3.35,8.72,0.7,
cognisant,adj,5.5,2.74,7.25,2.22,
playwright,noun,4.07,2.19,2.74,1.64,
honey,noun,6.44,3.35,8.72,0.7,
becharm,verb,5.16,2.25,6.77,1.58,
bill,noun,6.07,2.67,7.47,1.72,
vesture,noun,4.05,1.89,6.41,1.34,
sense modality,noun,5.22,2.38,6.66,1.57,
content,noun,6.44,2.58,8.2,1.15,
demoniacal,adj,5.83,2.45,2.85,1.94,
obloquy,noun,4.25,2.47,5.55,2.24,
putting to death,noun,5.73,3.14,1.25,0.69,
surface area,noun,5.14,2.54,6.78,1.66,
unbroken,adj,5.43,2.42,3.05,1.92,
unmanageable,adj,5.18,2.4,4,2.22,
awkward,adj,5.12,2.19,5.22,1.82,
arrive at,verb,5.37,2.39,6.5,1.78,
echt,adj,5.32,1.92,7.7,1.43,
curative,noun,5.75,2.84,2.06,1.57,
spigot,noun,3.71,1.75,5.02,0.93,
jibe,verb,3.18,1.76,4.74,1.02,
aged,noun,5.64,2.51,6.89,2.12,
unawed,adj,5.74,2.31,6.7,1.38,
sapient,adj,3.91,2.64,7.52,1.23,
suspensive,adj,6.53,2.1,3.56,1.36,
tranquillise,verb,2.82,2.13,5.58,1.83,
move out,verb,6.21,2.51,7.1,2,
amount,noun,5.29,2.04,6.41,1.61,
autonomous,adj,5.15,3.04,8.26,1.31,
employment,noun,6.84,2.06,7.13,1.58,
jointure,noun,3.68,1.99,5.16,1.57,
shelf,noun,3.27,2.23,4.93,1.4,
gunk,noun,5.36,2.63,2.68,1.66,
shout out,verb,5.36,2.91,3.93,2.22,
material,adj,4.05,2.34,5.26,1.29,
sweeten,verb,5.1,1.95,3.93,1.98,
poky,noun,5.49,2.67,1.95,1.27,
irksome,adj,3.39,2.22,3.93,1.6,
thought,noun,5.86,1.81,7,1.34,
suffering,noun,6.1,2.77,1.56,0.79,
tag,verb,5.76,2.5,7.57,1.66,
desire,verb,6.88,1.85,7.12,1.62,
abbreviate,verb,4.65,2.13,5.2,1.28,
modify,verb,4.88,2.3,6.93,1.28,
latter-day,adj,5.12,2.39,6.95,1.85,
conceiver,noun,5.92,2.6,7.08,2.2,
mental object,noun,5.92,2.11,7.65,1.37,
bodily structure,noun,4.36,2.13,5.28,1.44,
warmness,noun,6.34,2.25,7.39,1.53,
attached,adj,6.77,2.07,8,1.38,
social function,noun,6.69,2.84,7.86,1.83,
wrongdoer,noun,4.79,2.51,2.93,1.66,
get at,verb,5.76,2.15,3.11,1.67,
ingest,verb,5.22,2.38,6.66,1.57,
motor vehicle,noun,3.82,2.4,5.09,1.67,
contend,verb,7.15,2.19,3.76,2.63,
defect,noun,4.79,2.11,3.38,1.7,
cerise,adj,5.29,2.04,6.41,1.61,
shaver,noun,5.88,2.38,7.41,1.8,
tantalise,verb,5.87,2.56,4.84,2.51,
frustrate,verb,6.47,2.47,2.23,1.72,
eye,noun,2.95,1.72,4.95,0.98,
gaming house,noun,6.51,2.12,6.81,1.66,
limit,verb,4.25,2.47,5.55,2.24,
faker,noun,5.75,2.45,2.67,1.66,
oily,adj,4.81,2.8,2.28,1.92,
ballock,noun,3.76,2.39,5.29,1.82,
female child,noun,4.58,2.37,6.32,1.6,
disagreeable person,noun,4.98,2.03,2.81,1.92,
skillful,adj,5.43,2.85,7.47,1.45,
ill-smelling,adj,5.1,1.95,3.93,1.98,
fantasm,noun,4.3,2.26,4.35,1.23,
communicable disease,noun,5.19,2.23,4.02,1.99,
card,noun,3.93,2.56,5.34,1.75,
lax,adj,6.53,2.1,3.56,1.36,
gag law,noun,6.56,2.54,2.48,2.11,
field of study,noun,4.08,2.41,6.2,1.37,
devilment,noun,5.76,1.95,5.57,2.05,
appal,verb,6.83,2.26,3.52,2.12,
mortal sin,noun,4.71,2.26,3.51,1.93,
automobile,noun,3.55,1.8,4.51,1.57,
feminist,noun,5,2.77,7.8,1.29,
corporate,adj,4.05,2.34,5.26,1.29,
law-makers,noun,4.56,2.41,7.26,1.72,
dismal,adj,4.28,2.21,4.71,2.36,
playing area,noun,5.53,2.96,7.92,1.2,
inchoative,adj,4.15,1.96,3.39,1.7,
excite,verb,6.56,2.34,4.13,1.78,
jinx,verb,4.68,2.23,6.76,1.6,
gizmo,noun,4.05,2.06,5.1,1.21,
displace,verb,3.82,2.24,5.11,1.78,
rest day,noun,5.04,2.66,7.55,1.85,
inebriant,noun,4.78,2.34,5.95,2.19,
uncork,verb,3.8,2.18,5.22,1.13,
cohere,verb,4.07,1.98,3.55,1.7,
king,noun,4.76,2.18,6.44,1.43,
scent,verb,5.05,2.36,6.76,1.48,
bring out,verb,7.24,2.06,1.68,1.02,
unsuccessful person,noun,6.21,2.79,2,1.31,
put-on,noun,5.75,2.45,2.67,1.66,
spectral color,noun,4.28,2.46,6.18,2.05,
contraceptive,noun,3.86,2.72,7.07,1.9,
hydrocarbon,noun,4.34,2.51,4.8,1.59,
bellicose,adj,5.83,2.33,5.1,1.68,
labourer,noun,4.4,2.07,5.95,1.38,
presiding officer,noun,3.15,1.77,5.08,0.98,
cheesy,adj,3.83,2.05,3.07,1.57,
trepid,adj,4.11,2.09,3.86,1.55,
venerate,verb,4.49,1.9,6.49,1.7,
alarming,adj,5.38,2.23,2.43,1.27,
mentation,noun,4.83,2.46,6.39,1.58,
lash,verb,4.38,2.24,5.72,2.43,
chunk,noun,4.8,2.82,4.16,2.34,
postponed,adj,5.62,2.39,3.07,1.74,
grease,noun,3.98,2.29,3.37,1.34,
go forth,verb,4.7,2.48,4.09,2.21,
prankish,adj,6.09,2.44,2.96,2.37,
furbish up,verb,5.86,2.7,5.2,2.54,
transparent gem,noun,5.53,2.96,7.92,1.2,
appease,verb,3.21,2.57,7.31,1.3,
colored,adj,5.29,2.04,6.41,1.61,
justify,verb,4.48,2.29,4.05,1.41,
distract,verb,6.85,2.03,3.03,2.09,
visual aspect,noun,4.73,2.64,7.02,1.57,
intense,adj,6.89,2.47,2.29,1.78,
seating area,noun,3.86,2.13,5.67,1.26,
incurvation,noun,4.54,3.19,1.85,1.67,
freshen,verb,4.12,2.3,6.34,1.56,
white,noun,4.61,2.24,5.39,1.8,
flag down,verb,4.6,2.35,6.02,1.66,
auto,noun,3.41,2.14,5,1.96,
spite,verb,5.85,2.49,1.9,1.26,
honour,noun,5.39,2.44,7.78,1.22,
mistrust,verb,5.3,2.66,6.68,2.71,
reach,verb,6.85,2.03,3.03,2.09,
small,adj,3.83,2.05,3.07,1.57,
spotter,noun,4.1,2.12,5.78,1.51,
severity,noun,4.76,2.55,2.45,1.61,
degenerate,verb,4.14,2.3,2.93,1.76,
Beelzebub,noun,6.07,2.61,2.21,1.99,
start,verb,4.7,2.48,4.09,2.21,
author,noun,4.14,2.11,6.12,1.44,
vociferous,adj,6.38,1.78,5.02,2.02,
Arabian tea,noun,4.38,2.24,5.72,2.43,
gustatory sensation,noun,5.1,1.95,3.93,1.98,
construct,noun,3.82,2.24,5.11,1.78,
crook,noun,7.47,2.18,1.53,0.96,
saxist,noun,5.64,2.51,6.89,2.12,
emotional arousal,noun,7.67,1.91,7.5,2.2,
adult male,noun,4.38,2.24,5.72,2.43,
patrician,adj,3.21,2.57,7.31,1.3,
recyclable,adj,4.26,2.47,7.14,1.6,
cater,verb,5.62,2.25,7.36,1.38,
loose,verb,5.15,3.04,8.26,1.31,
unshapely,adj,4.07,2.34,2.41,1.66,
unsparing,adj,4.93,2.4,6.21,2.03,
secernate,verb,7.36,1.91,8.05,1.53,
radical,noun,5.29,2.04,6.41,1.61,
ideate,verb,5.14,2.82,7.41,1.9,
nosy,adj,5.82,1.64,6.08,1.63,
manservant,noun,5.24,2.31,6.73,1.7,
pudding head,noun,4.72,2.71,2.31,1.37,
exterior,noun,5.92,2.55,7.47,1.8,
stormy,adj,7.17,2.07,2.85,1.7,
well-off,adj,4.48,2.82,7.1,1.91,
create mentally,verb,5.98,2.14,7.32,1.52,
humans,noun,5.32,2.39,6.5,2.03,
give,verb,4.4,2.07,5.95,1.38,
slaphappy,adj,4.17,2.84,7.54,1.38,
find out,verb,5.39,2.22,7.15,1.49,
lover,noun,4.29,2.69,6.87,1.64,
courteous,adj,4.6,2.67,7.22,1.27,
nutrient,noun,5.21,2.46,6.83,1.48,
sept,noun,4.8,2.71,7.65,1.55,
pick at,verb,4.16,2.16,2.67,1.45,
beingness,noun,6.02,2.62,7.27,1.88,
grownup,adj,4.76,1.95,6.49,1.5,
first light,noun,5.06,3.05,7.86,1.35,
medical procedure,noun,6.35,2.32,2.86,2.19,
hypostasis of Christ,noun,5.92,2.6,7.08,2.2,
ornament,verb,5.38,2.54,7,1.72,
mogul,noun,5.51,2.77,7.26,1.67,
accord,noun,2.95,2.55,7.72,1.75,
daughter,noun,4.58,2.37,6.32,1.6,
cat,verb,4.29,2.45,1.9,1.14,
supply,verb,5.15,3.04,8.26,1.31,
simulacrum,noun,5.95,2.84,8.15,1.27,
soothe,verb,5.76,2.15,3.11,1.67,
prepare,verb,6.07,2.61,2.21,1.99,
exhort,verb,6.12,2.45,8.1,1.17,
forward motion,noun,6.02,2.58,7.73,1.34,
resourceful,adj,5.08,2.07,7.16,1.39,
imperil,verb,5.52,2.45,2.88,1.64,
successiveness,noun,3.65,2.35,5.08,2.51,
savorless,adj,3.29,1.89,4.1,1.08,
inveterate,adj,4.81,2.46,2.51,1.42,
inside,adv,5.92,2.55,7.47,1.8,
obturate,verb,6.03,3.19,1.56,0.96,
unit,noun,4.8,2.71,7.65,1.55,
concupiscence,noun,6.44,3.35,8.72,0.7,
ill-chosen,adj,5.18,2.4,4,2.22,
stinking,adj,4.53,2.38,2.26,1.37,
ascendent,noun,5.92,2.6,7.08,2.2,
troubler,noun,6.07,2.61,2.21,1.99,
alter,verb,5.45,2.15,5.6,1.82,
backside,noun,2.95,1.72,4.95,0.98,
raptor,noun,3.98,1.87,5.8,1.31,
break,noun,4.07,1.69,3.43,1.38,
selection,noun,5,2.32,3.64,2.08,
vault of heaven,noun,3.88,1.99,5.33,0.87,
property,noun,4.56,1.78,5.64,1.34,
story,noun,4.39,2.33,4.32,1.68,
confusion,noun,6.67,2.06,4.17,2.36,
applicant,noun,5.78,2.09,7.1,1.46,
spring chicken,noun,5.85,2.78,7.56,1.9,
visible radiation,noun,6.1,2.3,7.76,1.43,
inferno,noun,5.38,2.62,2.24,1.62,
disturbance,noun,6.85,2.03,3.03,2.09,
offensive activity,noun,5.83,2.73,3.13,2.24,
folie,adj,5.13,2.76,4.45,2.23,
dark,noun,4.61,2.24,5.39,1.8,
scream,noun,6.39,2.63,2.96,1.93,
do,verb,5.71,2.34,4.95,2.22,
animate,adj,5.5,2.74,7.25,2.22,
shake up,verb,8.02,1.65,8.05,1.48,
vexed,adj,5.94,2.36,2.17,1.21,
puzzle out,verb,5.41,2.43,6.63,1.68,
unfair,adj,4.93,2.23,2.81,1.52,
tough,adj,4.88,2.3,6.93,1.28,
terrible,adj,5.84,2.62,2.26,1.91,
amobarbital,noun,4.31,2.2,6.76,1.78,
terra firma,noun,4.24,2.49,7.15,1.67,
bellyache,verb,5,2.19,3.14,1.56,
travail,noun,6.85,2.03,3.03,2.09,
outlaw,noun,6.89,2.13,2.13,1.69,
cosmos,noun,4.37,2.51,7.65,1.37,
work,verb,6.07,2.26,3.38,1.61,
chromatic,adj,5.76,2.79,7.54,1.63,
lei,noun,4.28,2.53,6.58,1.42,
air current,noun,4.37,2.32,6.85,1.71,
symptom,noun,4.29,2.31,2.76,1.64,
frozen,adj,5.19,2.23,4.02,1.99,
daybreak,noun,4.39,2.81,6.16,2.33,
cockeyed,adj,4.02,2.41,4.68,1.97,
weapons system,noun,7.15,2.4,2.1,1.19,
tog,verb,4.05,1.89,6.41,1.34,
grace,verb,4.05,1.89,6.41,1.34,
irritate,verb,6.49,2.17,2.74,1.81,
