word,cat,A_M,A_SD,V_M,V_SD
revel,verb,5.44,2.88,8.26,1.04,
gloss,verb,4.73,2.64,7.02,1.57,
all-powerful,adj,5.83,2.69,6.84,1.8,
correctional institution,noun,5.7,2.56,2.05,1.34,
easygoing,adj,4.63,2.61,7.12,1.34,
risk,verb,5.38,2.58,6.02,1.77,
wont,noun,3.95,2.11,4.11,1.77,
unfortunate person,noun,6.06,2.32,2.18,1.48,
powerless,adj,4.1,2.07,3.26,1.47,
fleecy,adj,4.63,2.61,7.12,1.34,
drinkable,noun,5.21,2.46,6.83,1.48,
assault,noun,6.81,3.17,1.25,0.91,
bewitch,verb,4.68,2.23,6.76,1.6,
dwarf,verb,4.3,2.26,4.35,1.23,
Whitney Young,noun,5.64,2.51,6.89,2.12,
clothe,verb,4.49,2.5,6.07,1.61,
dejected,adj,4.51,2.68,2.17,1.76,
bad luck,noun,4.76,2.55,2.45,1.61,
angelical,adj,5.43,2.85,7.47,1.45,
object,noun,6.44,3.35,8.72,0.7,
omniscient,adj,3.91,2.64,7.52,1.23,
blur,verb,4.13,2.13,4.44,2.07,
dispirited,adj,4.72,2.95,1.83,1.42,
imprint,noun,4.54,3.19,1.85,1.67,
frightful,adj,5.38,2.23,2.43,1.27,
subsidiary,noun,5.24,2.31,6.73,1.7,
card player,noun,4.4,2.07,5.95,1.38,
hole,noun,3.22,2.23,5.22,0.91,
blossom forth,verb,5.03,2.65,7.26,1.18,
geographical area,noun,3.88,1.99,5.33,0.87,
unassuming,adj,3.98,2.24,5.76,1.28,
steer,verb,3.42,2.21,6.32,1.56,
persuasion,noun,6.03,1.89,3.97,1.92,
ruiner,noun,6.4,1.88,2.71,1.91,
rubber,noun,3.86,2.72,7.07,1.9,
gaviiform seabird,noun,5.04,2.1,6.45,1.55,
politeness,noun,5.19,2.39,7.64,1.29,
afeard,adj,6.67,2.54,2,1.28,
tube,noun,3.36,2.28,5.05,1.46,
trigonometric function,noun,5.78,2.21,2.8,1.67,
planning board,noun,3.43,1.85,5.05,0.31,
lofty,adj,5.56,3.01,8.03,1.56,
halt,adj,5.89,2.37,6.98,1.97,
lure,verb,4,2.14,4.56,1.72,
dishonorable,adj,4.98,2.48,3.5,2.16,
reside,verb,6.95,2.44,2.31,1.44,
vanish,verb,4.7,2.48,4.09,2.21,
insensitive,adj,5.73,2.73,1.94,1.76,
ineffectual,adj,4.57,2.59,2.81,1.92,
unhinge,verb,6.85,2.03,3.03,2.09,
fur,noun,4.02,2.19,6.57,1.92,
dressing,noun,3.9,2.07,4.54,1.75,
low-keyed,adj,2.9,1.81,4.67,1.31,
aspirer,noun,5.78,2.09,7.1,1.46,
rotted,adj,4.53,2.38,2.26,1.37,
unequaled,adj,4.83,2.66,2.41,1.77,
pee,noun,4.2,2.18,3.25,1.71,
misfortune,noun,3.72,2.02,3.37,1.57,
like,verb,6.44,3.35,8.72,0.7,
progeny,noun,5.53,2.8,8.22,1.2,
atmosphere,noun,4.12,2.3,6.34,1.56,
flutter,verb,3.47,2.39,7.17,1.2,
bookman,noun,5.12,2.46,7.26,1.42,
earthly concern,noun,5.32,2.39,6.5,2.03,
perturbation,noun,5.86,2.4,2,1.18,
body substance,noun,5.5,2.91,8.56,0.81,
fleur-de-lis,noun,4.6,2.35,6.02,1.66,
silent,adj,2.82,2.13,5.58,1.83,
quick bread,noun,4.76,2.42,6.57,2.04,
railway car,noun,6.24,2.04,7.73,1.63,
communicate,verb,6.74,1.84,8.1,1.36,
unanimated,adj,5.73,2.73,1.94,1.76,
domiciliate,verb,4.56,2.41,7.26,1.72,
wheeled vehicle,noun,3.98,2.04,5.37,0.97,
splosh,verb,3.73,2.23,4.66,1.88,
flagitious,adj,6.39,2.44,3.23,2.64,
infant,noun,5.53,2.8,8.22,1.2,
time period,noun,2.8,2.66,7.2,1.77,
discolour,verb,4.43,2.05,5.61,1.94,
equipment failure,noun,4.07,1.69,3.43,1.38,
concord,noun,2.95,2.55,7.72,1.75,
open air,noun,5.92,2.55,7.47,1.8,
coarse-grained,adj,4.21,1.84,4.55,1.42,
injurious,adj,6.39,2.44,3.23,2.64,
inflexible,adj,4.66,2.47,3.66,2.12,
evidently,adv,3.52,2.05,4.39,1.46,
resile,verb,5.67,2.51,7.76,1.51,
secrecy,noun,4.12,1.83,5.88,1.5,
impertinent,adj,3.91,2.64,7.52,1.23,
harass,verb,5.36,2.89,3.82,1.73,
gentle wind,noun,4.37,2.32,6.85,1.71,
evildoing,noun,5.41,2.69,2.89,2.06,
jump,verb,3.77,2.29,4.64,1.83,
binary compound,noun,4.97,2.49,6.61,1.78,
error,noun,4.07,1.69,3.43,1.38,
ill-treatment,noun,6.83,2.7,1.8,1.23,
meaning,noun,4.49,2.28,6.2,1.85,
stop up,verb,3.14,2.47,7.57,1.76,
aflame,adj,6.63,2.7,7.97,1,
small talk,noun,5.74,2.38,3.48,2.33,
air,noun,4.71,2.09,6.93,1.47,
warning,noun,6.85,2.53,6.2,1.76,
touch,verb,5.73,2.09,4.33,2.35,
spare,adj,3.52,2.05,4.39,1.46,
mark,verb,5.83,2.44,7.27,1.66,
chesty,adj,5.56,3.01,8.03,1.56,
state of matter,noun,3.98,1.82,5.17,0.79,
champaign,noun,4.08,2.41,6.2,1.37,
pay,verb,3.27,1.98,5.02,0.93,
disjointed,adj,6.03,1.88,3.21,1.51,
blue air,noun,4.31,2.2,6.76,1.78,
sonant,adj,4.63,2.61,7.12,1.34,
waste matter,noun,4.14,2.3,2.93,1.76,
confused,adj,5.86,2.4,2,1.18,
Doctor,noun,5.86,2.7,5.2,2.54,
glasshouse,noun,4.04,2.74,5.73,2.3,
political party,adj,4.28,2.46,6.18,2.05,
exult,verb,5.78,2.6,7.8,1.83,
forfeit,adj,5.82,2.62,2.82,1.83,
masticate,verb,6,2.43,7.18,1.97,
close,adj,6.98,2.21,7.61,1.51,
fiend,noun,6.76,2.68,2.11,1.56,
BAR,noun,5,2.83,6.42,2.05,
inundate,verb,6,2.02,3.19,1.66,
adipose,adj,4.81,2.8,2.28,1.92,
ticker,noun,6.34,2.25,7.39,1.53,
recreate,verb,6.12,2.45,8.1,1.17,
devastation,noun,6.33,2.7,1.73,1.13,
heavy weapon,noun,7.02,1.84,3.47,2.48,
decreased,adj,5,2.32,3.64,2.08,
soil,verb,3.98,2.29,3.37,1.34,
accolade,noun,5.9,1.83,7.66,1.24,
furtherance,noun,6.44,2.58,8.2,1.15,
wipeout,noun,5.82,2.71,3.16,2.44,
pester,verb,5.87,2.56,4.84,2.51,
stark,adj,5.26,2.36,3.2,1.74,
docile,adj,3.8,2.13,3.87,1.69,
have,verb,7.25,2.25,8.19,1.13,
contractor,adj,5.47,2.2,6.82,1.63,
issue,verb,5.15,3.04,8.26,1.31,
stab,verb,4.7,2.59,3.98,1.73,
reverence,verb,4.49,1.9,6.49,1.7,
organic fertilizer,noun,4.17,2.09,3.1,1.74,
mow down,verb,5.33,2.63,2.28,1.74,
alcohol,noun,4.78,2.34,5.95,2.19,
pugilism,noun,7.15,2.19,3.76,2.63,
intrust,verb,5.3,2.66,6.68,2.71,
diffused,adj,4.63,2.61,7.12,1.34,
calorimeter,noun,7.15,2.4,2.1,1.19,
mystical,adj,4.84,2.57,6,2.21,
mixer,noun,4.98,2.59,6.88,1.82,
take form,verb,5.67,2.51,7.76,1.51,
humbled,adj,5.43,2.42,3.05,1.92,
accept,verb,5.9,1.83,7.66,1.24,
nonachievement,noun,4.95,2.81,1.7,1.07,
offend,verb,6.83,2.26,3.52,2.12,
watercourse,noun,4.51,2.42,6.85,1.69,
hurl,verb,6.95,2.44,2.31,1.44,
Shirley Temple Black,noun,4.61,2.24,5.39,1.8,
wish,verb,4.47,2.12,3.76,1.9,
practice,noun,4.66,2.12,5.85,1.53,
tracked vehicle,noun,4.38,2.24,5.72,2.43,
Caucasoid,adj,4.37,2.14,6.47,1.59,
aggravate,verb,5.76,2.15,3.11,1.67,
skip,noun,4.95,2.81,1.7,1.07,
furrow,noun,5,2.32,3.64,2.08,
preciousness,noun,5.76,2.79,7.54,1.63,
leafy vegetable,noun,4.28,2.46,6.18,2.05,
abulic,adj,5.13,2.76,4.45,2.23,
social group,adj,4.98,2.59,6.88,1.82,
pick,noun,5.74,2.81,8.28,0.92,
subject,noun,4.08,2.41,6.2,1.37,
hurt,noun,6.22,1.91,2.73,1.72,
mirky,adj,4.13,2.13,4.44,2.07,
badness,noun,6.39,2.44,3.23,2.64,
harmless,adj,4.21,1.99,6.51,1.34,
low temperature,noun,5.19,2.23,4.02,1.99,
victim,noun,4.53,2.13,3.67,1.65,
immediate,adj,5.12,2.39,6.95,1.85,
sadden,verb,7.22,2.13,8.6,0.71,
castled,adj,5.36,2.37,4.39,1.63,
ramification,noun,3.96,1.94,5.29,0.97,
synchronise,verb,3.98,1.82,5.17,0.79,
military unit,noun,4.1,2.24,5.55,1.58,
discover,verb,4.25,2.47,5.55,2.24,
friend,noun,6.98,2.21,7.61,1.51,
aspect,noun,3.88,1.99,5.33,0.87,
humour,noun,5.5,2.91,8.56,0.81,
keep in line,verb,5.87,2.56,4.84,2.51,
bark,noun,3.8,2.18,5.22,1.13,
nasty,adj,4.93,2.23,2.81,1.52,
penchant,noun,5.22,2.38,6.66,1.57,
inebriate,verb,8.02,1.65,8.05,1.48,
acceptation,noun,5.4,2.7,7.98,1.42,
repeal,noun,5.64,2.99,8.16,1.36,
in a bad way,adj,6.4,2.38,1.94,1.1,
pile,verb,3.54,2.09,5.1,1.09,
lineament,noun,4.48,2.12,6.25,1.59,
musical perception,noun,4.98,2.52,7.07,1.79,
flirt,verb,3.47,2.39,7.17,1.2,
powerful,adj,5.92,2.28,7.11,1.48,
overcome,verb,5.86,2.4,2,1.18,
arousal,noun,7.67,1.91,7.5,2.2,
sour,adj,3.43,2.09,3.27,1.4,
natural depression,noun,3.61,2.56,7.51,1.38,
person,noun,4.21,1.99,6.51,1.34,
relinquish,verb,5.15,3.04,8.26,1.31,
clean,adj,4.49,2.28,6.2,1.85,
dilatory,adj,3.39,2.22,3.93,1.6,
seats,noun,3.52,2.29,6.02,1.89,
ACE,noun,5.5,2.66,6.88,1.93,
Sir Herbert Beerbohm Tree,noun,3.42,2.21,6.32,1.56,
gelded,adj,5,2.32,3.64,2.08,
repast,noun,5.43,2.14,7.16,1.5,
guttle,verb,4.2,2.42,5.07,1.97,
greeting card,noun,6.06,2.91,8.11,1.35,
monk,noun,4.71,2.68,7.11,2.17,
aphrodisiacal,adj,7.36,1.91,8.02,1.12,
smasher,noun,5.73,2.09,4.33,2.35,
lustfulness,noun,6.88,1.85,7.12,1.62,
mortification,noun,5.7,2.96,2.28,1.91,
commit,verb,5.12,2.42,5.93,2.1,
sexual practice,noun,7.36,1.91,8.05,1.53,
become,verb,6.03,3.19,1.56,0.96,
stiff,adj,5.92,2.28,7.11,1.48,
tree stump,noun,4,2.14,4.56,1.72,
defence,noun,3.68,1.99,5.16,1.57,
obtain,verb,3.14,2.47,7.57,1.76,
projection,noun,5.8,2,3.62,2.18,
construction,noun,3.8,2.29,5.13,1.44,
scratch,noun,4.7,2.59,3.98,1.73,
definite quantity,noun,3.75,2.49,5.59,1.87,
Semitic deity,noun,5.78,2.21,2.8,1.67,
living,noun,6.02,2.62,7.27,1.88,
Pres Young,noun,5.64,2.51,6.89,2.12,
pessimism,noun,5.34,2.58,6.95,2.24,
take in,verb,3.9,1.95,5.53,1.85,
impostor,noun,5.75,2.45,2.67,1.66,
prorogue,verb,2.92,2.16,5.22,0.72,
dissipation,noun,4.14,2.3,2.93,1.76,
state,noun,4.08,1.92,5.24,1.59,
weakened,adj,5,2.32,3.64,2.08,
scholar,noun,5.86,2.7,5.2,2.54,
snout,noun,4.18,2.19,5.09,1.57,
repand,adj,4.91,2.57,6.58,1.78,
create from raw stuff,verb,4.44,1.96,6.16,1.89,
gaol,noun,5.49,2.67,1.95,1.27,
litter,verb,4.2,2.42,5.07,1.97,
past times,noun,3.93,2.29,5.24,2.01,
impinge on,verb,5.73,2.09,4.33,2.35,
experience,verb,6.22,1.91,2.73,1.72,
signaling device,noun,4.69,1.99,5.81,1.21,
dainty,noun,3.7,2.29,5.66,1.44,
innate,adj,4.09,2.37,6.59,1.57,
identity operator,noun,4.95,2.24,6.57,1.99,
enlivened,adj,5.5,2.74,7.25,2.22,
appearance,noun,4.73,2.64,7.02,1.57,
aggressive,adj,5.33,2.04,4.74,2,
Hell,noun,5.38,2.62,2.24,1.62,
mortise joint,noun,4.16,2.03,5.27,1.54,
slow up,verb,3.39,2.22,3.93,1.6,
turnover,noun,5.86,2.4,2,1.18,
inoperative,adj,5.73,2.73,1.94,1.76,
lie,verb,5.04,2.66,7.55,1.85,
artist,noun,7.59,2.07,8.32,1,
muted,adj,2.82,2.13,5.58,1.83,
friendship,noun,5.3,2.66,6.68,2.71,
pass,verb,4.7,2.48,4.09,2.21,
magic,adj,5.95,2.36,7.46,1.64,
light-green,adj,4.28,2.46,6.18,2.05,
fortunate,adj,6.49,2.77,8.21,1.82,
befuddled,adj,5.82,2.62,2.82,1.83,
Leo the Lion,noun,6.2,2.16,5.57,1.99,
hinderance,noun,3.81,2.27,3.29,1.69,
youngster,noun,5.55,2.29,7.08,1.98,
albumen,noun,4.37,2.14,6.47,1.59,
police wagon,noun,3.98,2.04,5.37,0.97,
certainty,noun,5.3,2.66,6.68,2.71,
unsafe,adj,5.36,2.37,4.39,1.63,
tangle,verb,4.07,2.15,4.64,1.36,
lid,noun,4.1,2,5.46,1.36,
base,adj,3.83,2.05,3.07,1.57,
surgical operation,noun,6.35,2.32,2.86,2.19,
shake,verb,4.52,2.37,5.56,1.38,
discolor,verb,6.22,1.91,2.73,1.72,
artful,adj,5.53,2.71,7.62,1.01,
runic letter,noun,5.14,2.14,3.64,1.76,
unfortunate,adj,4.18,2.5,1.57,0.96,
atomic number 79,noun,5.76,2.79,7.54,1.63,
emasculate,verb,5,2.32,3.64,2.08,
knowledge,noun,3.93,2.29,5.24,2.01,
hypersensitivity reaction,noun,4.64,2.34,3.07,1.64,
customized,adj,4.66,2.12,5.85,1.53,
ail,verb,6.85,2.03,3.03,2.09,
criminal,noun,6.89,2.13,2.13,1.69,
iron out,verb,5.44,2.1,3.9,2.01,
hammering,noun,4.58,2.02,4.88,1.16,
enshroud,verb,5.28,2.51,4.32,1.91,
place of worship,noun,4.34,2.45,6.28,2.31,
abridged,adj,5,2.32,3.64,2.08,
fortify,verb,3.59,2.4,5.34,1.82,
spoilage,noun,4.07,1.98,3.55,1.7,
dactyl,noun,3.78,2.42,5.29,1.42,
deluge,noun,6,2.02,3.19,1.66,
direct,adj,3.52,2.05,4.39,1.46,
come down,verb,4.7,2.48,4.09,2.21,
rotary,noun,3.86,2.13,5.67,1.26,
flexile,adj,4.57,2.26,5.68,1.49,
aggressiveness,noun,7.15,2.19,3.76,2.63,
gabardine,noun,4.37,2.14,6.47,1.59,
uncomplete,adj,5.43,2.42,3.05,1.92,
come to,verb,5.73,2.09,4.33,2.35,
persevering,adj,4.21,2.37,5.29,1.89,
obstructor,noun,5,2.83,6.42,2.05,
undeveloped,adj,4.15,1.96,3.39,1.7,
bad person,noun,6.82,2.1,3.31,2.2,
unfeathered,adj,4.15,1.96,3.39,1.7,
ire,noun,7.63,1.91,2.34,1.32,
adored,adj,6.38,2.68,8.64,0.71,
tight,adj,3.14,2.47,7.57,1.76,
greeting,noun,5.31,2.23,5.92,1.57,
matureness,noun,5.67,2.52,6.75,2.29,
put on,verb,4.1,2,5.46,1.36,
journeying,noun,5.55,2.23,6.25,1.91,
judgment,noun,4.89,2.46,6.28,1.45,
sustain,verb,4.29,2.51,6.46,1.69,
faggot,noun,4.76,2.18,6.44,1.43,
palm,verb,4.08,2.41,6.2,1.37,
atmospheric phenomenon,noun,5.71,2.34,4.95,2.22,
muffled,adj,4.63,2.61,7.12,1.34,
alienate,verb,5.45,2.15,5.6,1.82,
roll up,verb,4.8,2.82,4.16,2.34,
geological fault,noun,4.07,1.69,3.43,1.38,
dog,noun,5.11,2.84,7,2.01,
shove,verb,3.81,2.14,5.12,0.92,
match,noun,6.39,2.31,7.41,1.97,
insolvent,adj,6.21,2.79,2,1.31,
sophisticated,adj,3.94,1.76,4.89,1.16,
passenger train,noun,5.33,2.48,3.29,2.06,
hairstyle,noun,6.64,2.64,2.35,1.7,
lightlessness,noun,4.61,2.24,5.39,1.8,
boob,verb,5.78,2.21,2.8,1.67,
Marxist,noun,5.29,2.04,6.41,1.61,
at peace,adj,5.73,2.73,1.94,1.76,
public figure,noun,4.25,2.47,5.55,2.24,
nauseate,verb,6.56,2.34,4.13,1.78,
death,noun,5.82,2.71,3.16,2.44,
lycaenid butterfly,noun,4.31,2.2,6.76,1.78,
dirty dog,noun,4.95,2.36,3.02,1.66,
imaginary being,noun,4.59,3.07,1.61,1.4,
weak,adj,4.1,2.07,3.26,1.47,
performer,noun,5.83,2.44,7.27,1.66,
dipsomaniac,noun,5.69,2.36,2.84,2.34,
follow,verb,4.1,2.12,5.78,1.51,
nuisance,noun,6.5,2.49,2.13,1.81,
certificate,noun,5.67,2.8,8,1.39,
swimming stroke,noun,3.47,2.39,7.17,1.2,
male sibling,noun,4.71,2.68,7.11,2.17,
belongings,noun,5.3,2.66,6.68,2.71,
aboveboard,adj,3.18,1.76,4.74,1.02,
commendation,noun,6.12,2.45,8.1,1.17,
vicious,adj,6.09,2.44,2.96,2.37,
power,noun,5.66,2.26,6.97,1.53,
flesh out,verb,4.81,2.8,2.28,1.92,
Isle of Man,noun,5.24,2.31,6.73,1.7,
dreamer,noun,7.59,2.07,8.32,1,
excruciate,verb,6.1,2.77,1.56,0.79,
secure,verb,3.5,1.84,5.29,1.08,
reply,verb,4.08,2.41,6.2,1.37,
mistreatment,noun,4.83,2.31,2.63,1.64,
pierce,verb,4.7,2.59,3.98,1.73,
embody,verb,5.52,2.63,5.55,2.37,
commons,noun,4.28,2.46,6.18,2.05,
knockout,adj,5.26,2.36,3.2,1.74,
twilit,adj,4.7,2.41,7.23,1.8,
hide out,verb,4.24,2.49,7.15,1.67,
inkiness,noun,4.61,2.24,5.39,1.8,
astonied,adj,6.58,2.22,6.56,1.61,
eating utensil,noun,3.96,1.94,5.29,0.97,
rag,verb,5.76,2.15,3.11,1.67,
unbiassed,adj,3.18,1.85,4.61,1.28,
fill out,verb,4.95,2.36,3.02,1.66,
beacon light,noun,4.41,2.44,5.89,2.08,
drop-off,noun,6.25,2.15,4.67,2.08,
hired man,noun,4.4,2.07,5.95,1.38,
hard put,adj,6.4,2.38,1.94,1.1,
human-centered,adj,4.5,1.91,6.89,1.7,
zootoxin,noun,6.08,2.44,2.68,1.81,
emerge,verb,4.7,2.48,4.09,2.21,
enter,verb,3.36,2.12,4.82,1.23,
flaw,noun,4.07,1.69,3.43,1.38,
room access,noun,3.8,2.29,5.13,1.44,
love child,noun,6.07,2.15,3.36,2.16,
Supreme Being,noun,5.95,2.84,8.15,1.27,
thwart,verb,4.92,2.64,2.39,1.44,
dopy,adj,4.72,2.71,2.31,1.37,
amiable,adj,5.11,2.96,8.43,1.08,
secretion,noun,3.41,2.17,3.34,2.29,
betrayer,noun,4.95,2.36,3.02,1.66,
continuant,adj,4.63,2.61,7.12,1.34,
nonliving,adj,5.73,2.73,1.94,1.76,
bedlam,noun,6.67,2.06,4.17,2.36,
perfection,noun,4.95,2.14,6.12,1.86,
artifact,noun,5.11,2.84,7,2.01,
demo,verb,5.12,2.39,6.95,1.85,
industriousness,noun,4.47,2.43,5.3,1.61,
economise,verb,4.95,2.19,6.45,1.93,
major power,noun,6.67,1.87,6.54,2.21,
afflicted,adj,4.29,2.45,1.9,1.14,
paunchy,adj,4.81,2.8,2.28,1.92,
dental practitioner,noun,5.73,2.13,4.02,2.23,
lifting device,noun,4.16,1.99,5.44,1.18,
scab,verb,4.95,2.36,3.02,1.66,
darken,verb,3.46,1.92,3.65,1.61,
intertwine,verb,4.39,2.08,3.76,1.64,
engaged,adj,3.27,2.05,4.88,1.83,
nun buoy,noun,2.93,1.8,4.93,1.89,
navigate,verb,5.55,2.23,6.25,1.91,
variola major,noun,5.58,2.13,2.52,2.08,
sadness,noun,4.2,2.15,4.57,1.7,
smart,verb,6.22,1.91,2.73,1.72,
blinking,adj,6.41,2,2.9,1.98,
rail,noun,5,2.83,6.42,2.05,
scrape,noun,4.79,2.11,3.38,1.7,
languish,verb,4.14,2.3,2.93,1.76,
body part,noun,4.71,2.84,4.9,2.2,
Christmas Day,noun,6.27,2.56,7.8,1.55,
fight back,verb,7.15,2.19,3.76,2.63,
second,noun,3.83,2.29,5.76,1.65,
morning,noun,4.39,2.81,6.16,2.33,
ship,noun,4.88,2.3,6.93,1.28,
charge,verb,4.07,1.69,3.43,1.38,
skittle alley,noun,4.91,2.42,4.48,1.97,
herb,noun,4.83,2.9,3.28,2.16,
sound,noun,5.32,3.19,8.13,1.09,
uninvolved,adj,4.26,2.57,3.86,1.88,
disdainful,adj,5.04,2.56,3.02,2.03,
responsibleness,noun,4.07,1.69,3.43,1.38,
insolvency,noun,4.95,2.81,1.7,1.07,
tum,noun,3.93,2.49,4.82,2.06,
rotating mechanism,noun,3.86,2.13,5.67,1.26,
ruddy,adj,5.29,2.04,6.41,1.61,
unreconcilable,adj,6.44,2.28,2.73,1.5,
delivery,noun,4.36,2.13,5.28,1.44,
instruct,verb,5.39,2.22,7.15,1.49,
unpleasant,adj,5.33,2.04,4.74,2,
unprofitable,adj,5.73,2.73,1.94,1.76,
diminution,noun,5,2.32,3.64,2.08,
snip,verb,4.59,2.1,3.83,1.7,
triumph,noun,7.72,2.16,8.38,0.92,
lovingness,noun,3.73,2.4,7.41,1.81,
tear apart,verb,4.16,2.16,2.67,1.45,
shadower,noun,4.3,2.26,4.35,1.23,
hunger,verb,6.88,1.85,7.12,1.62,
occupy,verb,5.66,2.26,6.97,1.53,
PIE,noun,4.2,2.4,6.41,1.89,
masterly,adj,5.2,2.85,7.09,1.78,
board,verb,4.38,2.29,5.55,1.4,
star sign,noun,4.56,2.41,7.26,1.72,
trustfulness,noun,5.3,2.66,6.68,2.71,
John Rock,noun,4.52,2.37,5.56,1.38,
script,noun,4.4,2.07,5.95,1.38,
viridity,noun,4.28,2.46,6.18,2.05,
Crab,noun,6.42,2.83,1.5,0.85,
upset,noun,4.95,2.81,1.7,1.07,
part,noun,4.08,1.92,5.24,1.59,
existent,adj,5.5,2.74,7.25,2.22,
party,noun,5.43,2.14,7.16,1.5,
legislation,noun,4.36,2.13,5.28,1.44,
endomorphic,adj,4.81,2.8,2.28,1.92,
hoof,verb,3.27,1.98,5.02,0.93,
despair,noun,5.44,2.47,7.05,1.96,
precipitation,noun,5.75,2.47,7.08,1.83,
piece of furniture,noun,2.92,2.16,5.22,0.72,
bounderish,adj,6.31,2.47,2.5,2.11,
mortified,adj,5.87,2.55,3.03,1.85,
dress up,verb,3.95,2.09,5.25,1.33,
partly,adv,3.82,2.24,5.11,1.78,
torment,verb,6.1,2.77,1.56,0.79,
picture card,noun,5.51,2.77,7.26,1.67,
Chinese,noun,5.12,2.26,5.51,1.8,
imply,verb,6.98,2.21,7.61,1.51,
pall,verb,3.81,2.29,3.79,2.12,
horn,noun,4.97,2.13,5.75,1.38,
annoyance,noun,5.14,2.14,3.64,1.76,
pane,noun,3.97,2.01,5.91,1.38,
unoccupied,adj,5.15,3.04,8.26,1.31,
snuggle,noun,4.4,2.67,7.72,1.92,
White River,noun,4.37,2.14,6.47,1.59,
untroubled,adj,3.14,2.47,7.57,1.76,
ride,verb,3.41,2.14,5,1.96,
civilised,adj,4.5,1.91,6.89,1.7,
foulness,noun,5.12,2.32,2.47,1.68,
white Anglo-Saxon Protestant,noun,5.5,2.17,3.37,1.63,
apply,verb,4.05,1.89,6.41,1.34,
one dollar bill,noun,6.07,2.67,7.47,1.72,
