word,cat,A_M,A_SD,V_M,V_SD
piece of land,noun,4.08,2.41,6.2,1.37,
good-looking,adj,5.95,2.73,7.93,1.47,
gracious,adj,4.38,2.69,6.55,2.44,
subjugated,adj,5.09,3,2.34,1.66,
aggregation,noun,6.75,2.3,8.27,0.9,
revery,noun,4.53,2.72,6.73,1.75,
fine-tune,verb,7.25,2.25,8.19,1.13,
occasion,noun,6.69,2.84,7.86,1.83,
black lead,noun,3.14,1.9,5.22,0.68,
juvenility,noun,5.67,2.52,6.75,2.29,
project,noun,5.53,2.8,8.22,1.2,
spirit,noun,6.02,2.62,7.27,1.88,
romanticistic,adj,7.59,2.07,8.32,1,
kg,noun,3.7,2.18,5.68,1.62,
exculpation,noun,4.48,2.29,4.05,1.41,
low,adj,3.98,2.24,5.76,1.28,
gnawer,noun,4.95,2.36,3.02,1.66,
undemanding,adj,4.48,2.82,7.1,1.91,
militarist,noun,4.39,2.29,5.88,1.62,
rest home,noun,4.21,2.94,7.91,1.63,
dresser,noun,4.98,2.31,4.3,1.91,
movement,noun,5.53,2.43,2.76,2.06,
osculate,verb,7.32,2.03,8.26,1.54,
tearing,adj,6.89,2.47,2.29,1.78,
let off,verb,4.48,2.29,4.05,1.41,
safe,adj,5.43,2.85,7.47,1.45,
formal,adj,4.05,1.89,6.41,1.34,
eros,noun,7.26,2.57,8.03,1.27,
equine,noun,3.89,2.17,5.89,1.55,
sort,noun,4.56,1.78,5.64,1.34,
trim,verb,4.05,1.89,6.41,1.34,
bloom,noun,5.03,2.65,7.26,1.18,
unmake,verb,6.83,2.38,2.64,2.03,
somesthesia,noun,6.07,2.26,3.38,1.61,
letter of the alphabet,noun,5.78,2.21,2.8,1.67,
congratulate,verb,5.83,2.48,7,2.11,
merchandise,verb,4.12,1.83,5.66,1.02,
video display,noun,3.97,2.01,5.91,1.38,
laid-back,adj,2.39,2.13,7,1.77,
lordly,adj,5.04,2.14,3.68,1.9,
fixed cost,noun,5.66,2.26,6.97,1.53,
bleb,noun,4.1,2.34,2.88,1.75,
pillar,noun,3.95,2.28,5.46,1.75,
infract,verb,5.56,2.06,2.76,1.5,
hostility,noun,7.49,2.16,2.08,1.91,
monger,verb,4.39,2.29,5.88,1.62,
ring mail,noun,5.63,2.36,6.88,1.74,
funny,adj,4.27,2.46,4.82,2.04,
feature,verb,5.83,2.44,7.27,1.66,
urge,verb,6.12,2.45,8.1,1.17,
intolerant,adj,4.66,2.47,3.66,2.12,
right,adv,5.61,2.38,6.54,2.19,
descent,noun,4.7,2.48,4.09,2.21,
wind,verb,6.82,2.1,3.31,2.2,
soundly,adv,5.43,2.85,7.47,1.45,
dauntless,adj,6.15,2.45,7.15,1.64,
hate,noun,6.44,3.35,8.72,0.7,
lyssa,noun,6.1,2.62,1.77,0.97,
pianissimo,adj,4.63,2.61,7.12,1.34,
steady,noun,5.5,2.73,8.42,0.83,
trouble,noun,5.12,2.22,3.32,1.81,
demotion,noun,6.44,2.58,8.2,1.15,
gambling house,noun,6.51,2.12,6.81,1.66,
advantageous,adj,5.43,2.85,7.47,1.45,
food waste,noun,5.04,2.5,2.98,1.96,
pelage,noun,4.18,2.44,4.51,1.88,
acquire,verb,5.39,2.22,7.15,1.49,
exemplar,noun,4.95,2.57,7.82,1.16,
pushing,noun,4.54,3.19,1.85,1.67,
rotten,adj,4.67,2.35,3.32,2.32,
murder,verb,6.41,2.94,1.82,1.45,
conservative,noun,3.18,1.76,4.74,1.02,
mile,noun,4.07,2.15,4.64,1.36,
colour,verb,4.73,2.64,7.02,1.57,
gravel,adj,5.33,2.04,4.74,2,
remember,verb,5,2.68,6.68,1.84,
mould,verb,4.07,1.98,3.55,1.7,
work bench,noun,3.59,2.07,4.61,1.4,
beef,noun,5,2.19,3.14,1.56,
be,verb,4.7,2.48,4.09,2.21,
card game,noun,6.51,2.12,6.81,1.66,
frame,noun,3.97,2.01,5.91,1.38,
battler,noun,3.17,1.84,5.33,1.2,
military action,noun,7.49,2.16,2.08,1.91,
left over,adj,4.27,2.46,4.82,2.04,
feeling,noun,4.89,2.46,6.28,1.45,
pansy,noun,5.17,2.57,3.14,1.96,
category,noun,4.8,2.71,7.65,1.55,
business firm,noun,4.56,2.41,7.26,1.72,
doss down,verb,6.95,2.44,2.31,1.44,
egotistical,adj,5.5,2.62,2.42,1.62,
medium,noun,4.12,2.3,6.34,1.56,
pipage,noun,3.81,2.14,5.12,0.92,
award,noun,5.39,2.44,7.78,1.22,
acting,noun,3.85,2.58,5.56,1.76,
malevolent,adj,6.39,2.44,3.23,2.64,
tartness,noun,5.1,1.95,3.93,1.98,
defecation,noun,4.12,2.36,3.21,1.87,
calculative,adj,5.12,2.19,5.22,1.82,
go through,verb,5,2.32,3.64,2.08,
afraid,adj,6.82,2.03,2.78,1.99,
terpsichorean,noun,6,2.2,7.14,1.56,
kin,noun,4.8,2.71,7.65,1.55,
plant life,noun,3.62,2.25,5.98,1.83,
luggage,noun,4.18,2.19,5.09,1.57,
projectile,noun,5.33,2.48,3.29,2.06,
cheating,adj,6.2,2.7,2.05,1.55,
chemical element,noun,3.79,1.96,4.95,1.17,
usage,noun,6.84,2.06,7.13,1.58,
relieve,verb,5.15,3.04,8.26,1.31,
plant material,noun,3.8,2.18,5.22,1.13,
Stanford White,noun,4.37,2.14,6.47,1.59,
rid,verb,4.91,2.57,6.58,1.78,
healthy,adj,5.43,2.85,7.47,1.45,
fortune,noun,5.38,2.58,6.02,1.77,
newspaper column,noun,3.62,1.91,5.17,0.85,
unimproved,adj,3.76,2.26,4.17,1.77,
natural object,noun,5.52,2.63,5.55,2.37,
fondness,noun,3.73,2.4,7.41,1.81,
attempt,noun,7.51,2.28,2.03,1.55,
computed tomography,noun,4.38,2.24,5.72,2.43,
quickly,adv,6.57,1.78,6.64,1.61,
holy person,noun,4.49,1.9,6.49,1.7,
subdivision,noun,4.36,2.13,5.28,1.44,
neutralise,verb,4.14,2.3,2.93,1.76,
xanthous,adj,4.43,2.05,5.61,1.94,
placid,adj,4.3,2.52,7.2,1.5,
uncreased,adj,4.91,2.57,6.58,1.78,
descend,verb,5.54,2.37,3.29,1.95,
strong,adj,4.02,2.41,4.68,1.97,
reverent,adj,5.74,2.31,6.7,1.38,
booze,verb,4.78,2.34,5.95,2.19,
fling,verb,4.14,2.3,2.93,1.76,
egg cell,noun,3.76,2.39,5.29,1.82,
gesture,verb,5.44,2.68,6.93,1.83,
region,noun,6.57,1.78,6.64,1.61,
posy,noun,5.46,2.47,7.02,1.84,
jeopardize,verb,5.52,2.45,2.88,1.64,
bespeak,verb,7.35,1.76,7.69,1.39,
hand clapping,noun,4.4,2.07,5.95,1.38,
competition,noun,5.89,2.37,6.98,1.97,
malicious gossip,noun,3.76,2.26,4.17,1.77,
substantial,adj,5.92,2.28,7.11,1.48,
taste,verb,5.22,2.38,6.66,1.57,
cockamamy,adj,5.88,2.38,7.41,1.8,
get rid of,verb,4.12,2.36,3.21,1.87,
comedy,noun,6.24,2.64,1.78,1.31,
artefact,noun,3.88,1.99,5.33,0.87,
cause,noun,3.98,2.33,5.2,1.18,
linksman,noun,3.73,2.26,5.61,1.93,
gratify,verb,5.5,2.91,8.56,0.81,
disordered,adj,6.03,1.88,3.21,1.51,
rising tide,noun,6,2.02,3.19,1.66,
premonition,noun,4.3,2.26,4.35,1.23,
flak,noun,7.17,2.06,3.22,2.06,
cicatrice,noun,4.79,2.11,3.38,1.7,
uninformed,adj,4.21,1.99,6.51,1.34,
tool around,verb,4.33,1.78,5.19,1.27,
bloodied,adj,6.41,2,2.9,1.98,
leisure,noun,5.64,2.99,8.16,1.36,
birdie,noun,3.17,2.23,7.27,1.36,
humanistic,adj,4.5,1.91,6.89,1.7,
vertebrate foot,noun,3.27,1.98,5.02,0.93,
corrupt,adj,4.88,2.29,3.08,2.05,
share,noun,3.82,2.24,5.11,1.78,
freewheeling,adj,4.17,2.84,7.54,1.38,
salutation,noun,5.31,2.23,5.92,1.57,
escaped,adj,5.15,3.04,8.26,1.31,
articulation,noun,3.81,2.14,5.12,0.92,
Red River,noun,5.29,2.04,6.41,1.61,
wearing apparel,noun,4.05,1.89,6.41,1.34,
playfulness,noun,7.22,2.01,8.37,1.11,
bastioned,adj,4.09,2.77,7.29,1.79,
develop,verb,5,2.32,3.64,2.08,
travelling,noun,6.21,2.51,7.1,2,
environ,verb,3.86,2.13,5.67,1.26,
mantle,noun,3.27,2.23,4.93,1.4,
blanched,adj,4.37,2.14,6.47,1.59,
blackguard,verb,6.83,2.7,1.8,1.23,
unholy,adj,6.09,2.44,2.96,2.37,
physical,adj,4.05,2.34,5.26,1.29,
unwellness,noun,5.61,2.67,2.25,1.71,
nursemaid,noun,4.84,2.04,6.08,2.08,
cetchup,noun,4.09,2.08,5.6,1.35,
alleviate,verb,4.4,3.08,7.3,1.85,
screeching,noun,5.36,2.91,3.93,2.22,
shout,verb,7.04,1.96,3.88,2.07,
hangdog,adj,4.88,2.27,2.5,1.34,
country,noun,7.32,2.07,2.95,2.22,
sway,noun,4.52,2.37,5.56,1.38,
kicking,noun,4.9,2.35,4.31,2.18,
replication,noun,5.11,2.84,7,2.01,
send,verb,5.63,2.36,6.88,1.74,
chirk up,verb,6.12,2.45,8.1,1.17,
execute,verb,5,2.32,3.64,2.08,
electrical device,noun,4.08,2.19,3.82,1.7,
street girl,noun,4.93,2.82,3.34,2.31,
side arm,noun,6.15,2.19,4.2,2.58,
text,noun,4.9,2.37,6.61,1.59,
felicitous,adj,6.49,2.77,8.21,1.82,
shamefaced,adj,6.04,2.76,2.63,1.98,
gunslinger,noun,7.02,1.84,3.47,2.48,
enumerate,verb,4.25,2.47,5.55,2.24,
written matter,noun,4.12,2.36,3.21,1.87,
interpret,verb,4.1,2.36,5.62,1.72,
infectious disease,noun,6.29,2.23,2.09,1.4,
maniac,noun,5.56,2.78,3.91,2.49,
quantify,verb,4.64,2.75,5.31,2.02,
bravo,noun,6.28,2.53,3.09,2.09,
Martin Luther King,noun,5.51,2.77,7.26,1.67,
physical body,noun,4.19,2.45,6.32,1.74,
defamation,noun,4.25,2.47,5.55,2.24,
lowly,adj,3.74,2.33,5.86,1.42,
rubbish,noun,4.16,2.16,2.67,1.45,
place of business,noun,4.08,1.92,5.24,1.59,
caring,adj,4.88,2.3,6.93,1.28,
literate person,noun,4.33,2.45,5.52,1.9,
fouled,adj,4.93,2.23,2.81,1.52,
jurist,noun,5.47,2.54,7.78,1.35,
gesticulate,verb,4.05,2.59,7.19,1.69,
separate,verb,7.36,1.91,8.05,1.53,
interest,noun,5.17,2.11,5.3,1.67,
type,noun,5.14,2.54,6.78,1.66,
melanize,verb,4.61,2.24,5.39,1.8,
wealth,noun,6.75,2.3,8.27,0.9,
abrasive,adj,5.33,2.04,4.74,2,
building block,noun,6.39,2.31,7.41,1.97,
sit,verb,5.96,2.63,2.79,1.92,
invest,verb,2.95,1.72,4.95,0.98,
curry,verb,4.05,1.89,6.41,1.34,
disturbed,adj,6.4,2.38,1.94,1.1,
nonrigid,adj,4.66,2.47,3.66,2.12,
daze,verb,6.33,2.02,7.29,1.09,
thought process,noun,4.83,2.46,6.39,1.58,
spyglass,noun,4.27,2.07,4.75,1.38,
oval,noun,3.86,2.13,5.67,1.26,
bunglesome,adj,5.18,2.4,4,2.22,
snotty-nosed,adj,5.38,2.37,4.35,1.76,
coloration,noun,4.73,2.64,7.02,1.57,
individual,noun,3.82,2.4,5.09,1.67,
Johnny Cash,noun,7.37,2.21,8.37,1,
offspring,noun,5.55,2.29,7.08,1.98,
graze,verb,4.14,2.11,6.12,1.44,
tenseness,noun,7.45,2.38,2.09,1.41,
Frenchman,noun,4.54,2.03,5.71,1.74,
gay,adj,6.15,2.45,7.15,1.64,
Black person,noun,4.61,2.24,5.39,1.8,
compartment,noun,6.24,2.04,7.73,1.63,
freight car,noun,4.88,1.86,5.16,1.87,
fiber,noun,5.56,2.62,7,1.32,
fix,verb,5.47,2.15,6.22,1.59,
termination,noun,5.82,2.71,3.16,2.44,
fed up,adj,4.29,2.45,1.9,1.14,
circuit,noun,3.86,2.13,5.67,1.26,
misuse,verb,6.83,2.7,1.8,1.23,
hearth,noun,7.17,2.06,3.22,2.06,
mixture,noun,3.79,1.96,4.95,1.17,
Trygve Lie,noun,5.96,2.63,2.79,1.92,
evil spirit,noun,6.37,2.35,4.26,1.86,
tin whistle,noun,4.69,1.99,5.81,1.21,
union,noun,6.34,2.35,6.48,2.45,
flag,noun,3.83,1.95,5.4,0.83,
conform,verb,3.18,1.76,4.74,1.02,
water vapour,noun,4.14,2.28,5.45,1.63,
food product,noun,3.68,2.57,5.95,2.16,
geographic area,noun,4.08,2.41,6.2,1.37,
readiness,noun,6.85,2.53,6.2,1.76,
ne plus ultra,noun,5.95,2.73,7.25,2.05,
reaction,noun,4.36,2.13,5.28,1.44,
item,noun,4.1,2.24,5.55,1.58,
proprietor,noun,4.9,2.37,6.61,1.59,
plane figure,noun,3.42,2.21,6.32,1.56,
deadening,adj,3.39,2.22,3.93,1.6,
E. B. White,noun,4.37,2.14,6.47,1.59,
malnourished,adj,5.61,2.53,2.39,1.82,
resound,verb,7.04,1.96,3.88,2.07,
post-horse,noun,3.93,2.56,5.34,1.75,
diversion,noun,6.1,2.29,6.61,2.08,
plant product,noun,4.83,2.9,3.28,2.16,
vantage,noun,5.43,2.85,7.47,1.45,
difficult,adj,5.33,2.04,4.74,2,
destruction,noun,4.59,3.07,1.61,1.4,
tense up,verb,6.53,2.1,3.56,1.36,
derisory,adj,4.36,2.2,4.26,1.82,
kind,noun,4.73,2.64,7.02,1.57,
T. H. White,noun,4.37,2.14,6.47,1.59,
Sojourner Truth,noun,5,2.77,7.8,1.29,
dress,verb,4.05,1.89,6.41,1.34,
irrational,adj,4.39,2.36,3.05,1.99,
attribute,noun,5.14,2.54,6.78,1.66,
sensing,noun,5.22,2.38,6.66,1.57,
poor man,noun,4.1,1.94,4.28,1.84,
trig,adj,3.98,2.22,6.3,1.56,
gilded,adj,5.76,2.79,7.54,1.63,
gap,noun,3.97,2.01,5.91,1.38,
motivator,noun,5.69,2.45,7,1.72,
garner,verb,4.9,2.37,6.61,1.59,
blue-belly,noun,5.39,2.53,6.46,1.76,
mushroom-shaped cloud,noun,4.72,2.33,5.78,2.22,
cut up,verb,6.41,2.94,1.82,1.45,
influential person,noun,5.04,2.66,7.55,1.85,
enslaved,adj,6.21,2.93,1.84,1.13,
forgive,verb,4.48,2.29,4.05,1.41,
nighttime,noun,4.28,2.21,4.71,2.36,
plain,verb,4.9,2.35,4.31,2.18,
burial site,noun,4.82,2.66,2.63,1.4,
agitate,verb,4.36,2.18,5.03,1.23,
gamey,adj,5.89,2.37,6.98,1.97,
seat,verb,5.12,2.42,5.93,2.1,
over-the-top,adj,6.29,2.43,2.93,2.15,
consist,verb,5.96,2.63,2.79,1.92,
hotness,noun,3.73,2.4,7.41,1.81,
cope,verb,5,2.32,3.64,2.08,
minute,noun,4.64,2.75,5.31,2.02,
disrespect,noun,4.93,2.34,3.75,2.26,
dishonourable,adj,4.43,2.05,5.61,1.94,
conceitedness,noun,4.98,2.31,4.3,1.91,
US Army,noun,5.03,2.03,4.72,1.75,
deep brown,noun,5.29,2.55,6.88,1.89,
inflammation,noun,7.67,1.91,7.5,2.2,
round,verb,7.51,2.28,2.03,1.55,
ball,noun,3.47,2.12,5.33,1.33,
rough out,verb,5.33,2.04,4.74,2,
sailing vessel,noun,4.88,2.73,7.25,1.71,
component part,noun,3.82,2.24,5.11,1.78,
flexible,adj,4.57,2.26,5.68,1.49,
solitary,adj,4.51,2.68,2.17,1.76,
weakening,noun,4.7,2.48,4.09,2.21,
Jesus of Nazareth,noun,5.8,3.01,7.73,1.56,
biting louse,noun,4.98,2.03,2.81,1.92,
mental disturbance,adj,5.13,2.76,4.45,2.23,
excerpt,noun,5,2.32,3.64,2.08,
monkey,verb,4.95,2.01,4.1,1.88,
grunter,noun,4.2,2.42,5.07,1.97,
lead,noun,5.83,2.44,7.27,1.66,
epithelial duct,noun,5.55,2.55,6.14,1.77,
tribulation,noun,7.17,2.06,3.22,2.06,
form,verb,3.82,2.4,5.09,1.67,
lay out,verb,5.12,2.39,6.95,1.85,
nude statue,noun,6.41,2.09,6.82,1.63,
disagreement,noun,5.02,2.24,7.08,1.59,
hot chocolate,noun,5.29,2.55,6.88,1.89,
spontaneous,adj,4.09,2.37,6.59,1.57,
taut,adj,6.53,2.1,3.56,1.36,
fiction,noun,5.14,2.82,7.41,1.9,
water supply,noun,4.97,2.49,6.61,1.78,
slapdash,adv,6.46,2.58,2.95,1.79,
flat,adj,4.09,2.37,6.59,1.57,
roll,verb,3.47,2.12,5.33,1.33,
implement,noun,3.76,2.06,4.9,1.02,
miss,verb,5,2.32,3.64,2.08,
glowering,adj,4.28,2.21,4.71,2.36,
gossiper,noun,4.38,2.24,5.72,2.43,
federal agency,noun,4.08,1.92,5.24,1.59,
mansion,noun,5.1,2.75,7.19,1.78,
assembly,noun,3.59,2.07,4.61,1.4,
featherbed,verb,5.53,2.8,8.22,1.2,
seating,noun,3.86,2.13,5.67,1.26,
ample,adj,5.43,2.85,7.47,1.45,
passionateness,noun,7.02,1.87,6.73,2.08,
decorate,verb,5.38,2.54,7,1.72,
ruffle,verb,5,2.32,3.64,2.08,
molding,noun,4.07,1.98,3.55,1.7,
blissful,adj,6.49,2.77,8.21,1.82,
Francis Scott Key,noun,3.7,2.18,5.68,1.62,
fictitious,adj,3.43,2.09,3.27,1.4,
unrealistic,adj,3.43,2.09,3.27,1.4,
striking,noun,5.73,2.09,4.33,2.35,
anguish,verb,5.85,2.49,1.9,1.26,
damaged,adj,5.85,2.49,1.9,1.26,
relish,noun,5.59,2.66,6.79,2.04,
violent,adj,5.29,2.04,6.41,1.61,
trespass,verb,5.78,2.21,2.8,1.67,
savour,verb,5.22,2.38,6.66,1.57,
fold,verb,4.59,2.1,3.83,1.7,
yellow,noun,5.76,2.79,7.54,1.63,
shy,adj,4.11,2.09,3.86,1.55,
emotion,noun,6.95,2.56,2.12,1.72,
unripened,adj,4.28,2.46,6.18,2.05,
favorite,noun,5.1,2.59,6.79,2.32,
sick,adj,5.86,2.4,2,1.18,
turned,adj,5.1,1.95,3.93,1.98,
undynamic,adj,3.93,1.94,4.15,1.57,
drug abuse,noun,3.95,2.11,4.11,1.77,
engraft,verb,3.62,2.25,5.98,1.83,
insinuate,verb,6.98,2.21,7.61,1.51,
snug,adj,3.32,2.28,7.39,1.53,
organs,noun,6.34,2.25,7.39,1.53,
natural,adj,4.09,2.37,6.59,1.57,
tape,verb,5,2.32,3.64,2.08,
carbon,noun,5.53,2.96,7.92,1.2,
icteric,adj,4.43,2.05,5.61,1.94,
genus Cancer,noun,6.42,2.83,1.5,0.85,
Thomas Young,noun,5.64,2.51,6.89,2.12,
superior,noun,3.83,2.05,3.07,1.57,
Dove,noun,3.79,2.28,6.9,1.54,
psychological state,noun,6.33,2.45,2.1,1.49,
renown,noun,6.55,2.46,7.93,1.29,
groomed,adj,3.98,2.22,6.3,1.56,
supernatural virtue,noun,5.44,2.47,7.05,1.96,
pain,noun,6.22,1.91,2.73,1.72,
musical organisation,noun,3.52,2.29,6.02,1.89,
orca,noun,7.86,1.89,1.89,1.39,
overgenerous,adj,4.93,2.4,6.21,2.03,
shiny,adj,5.4,2.33,7.5,1.55,
helpful,adj,4.26,2.47,7.14,1.6,
feat,noun,5.73,2.09,4.33,2.35,
hoop,noun,3.63,2.02,5.45,1.15,
accentuate,verb,7.45,2.38,2.09,1.41,
prima,adj,5.83,2.44,7.27,1.66,
clouded,adj,3.46,1.92,3.65,1.61,
human race,noun,5.24,2.31,6.73,1.7,
spread over,verb,6,2.02,3.19,1.66,
dire,adj,6.33,2.28,2.25,1.18,
chisel,verb,7.16,1.96,3.65,2.47,
ferment,verb,5.1,1.95,3.93,1.98,
occupation,noun,5.89,2.37,6.98,1.97,
passionless,adj,5.19,2.23,4.02,1.99,
cumbersome,adj,5.18,2.4,4,2.22,
get,verb,6.13,2.71,8.39,1.15,
anticipative,adj,5.78,2.09,7.1,1.46,
riches,noun,5.76,2.79,7.54,1.63,
purport,noun,5.56,2.62,7,1.32,
muddied,adj,4.88,2.29,3.08,2.05,
exclaim,verb,4.97,2.13,5.75,1.38,
chess piece,noun,5.51,2.77,7.26,1.67,
difficulty,noun,7.45,2.38,2.09,1.41,
buy,noun,6.07,2.42,7.1,1.97,
tally,verb,5.73,2.09,4.33,2.35,
gestation,noun,6.85,2.03,3.03,2.09,
grocery,noun,4.12,1.83,5.66,1.02,
nonindulgent,adj,5.26,2.36,3.2,1.74,
overthrow,noun,5.86,2.4,2,1.18,
pleasant,adj,4.38,2.69,6.55,2.44,
stunner,noun,5.5,2.73,8.42,0.83,
Afro-American,adj,4.61,2.24,5.39,1.8,
stamp,noun,4.07,1.98,3.55,1.7,
injure,verb,5.8,2,3.62,2.18,
temperament,noun,5.34,2.58,6.95,2.24,
act,verb,5.8,2.39,3.66,2,
noesis,noun,5.92,2.32,7.58,1.32,
humanity,noun,5.32,2.39,6.5,2.03,
disturb,verb,5.86,2.4,2,1.18,
chromatic color,noun,5.29,2.04,6.41,1.61,
blink away,verb,5.44,2.68,6.93,1.83,
wound up,adj,6.53,2.1,3.56,1.36,
ill,adv,5.43,2.85,7.47,1.45,
clip,verb,4.05,1.89,6.41,1.34,
surface,noun,5.04,2.18,6.39,1.6,
still,adj,2.82,2.13,5.58,1.83,
venter,noun,3.93,2.49,4.82,2.06,
thinking,adj,4.84,2.57,6,2.21,
hard currency,noun,7.37,2.21,8.37,1,
imaging,noun,4.66,2.43,6.62,1.84,
graven image,noun,5.95,2.84,8.15,1.27,
harassed,adj,5.94,2.36,2.17,1.21,
courtesy,noun,3.74,2.37,7.18,1.5,
Joseph Black,noun,4.61,2.24,5.39,1.8,
manslayer,noun,7.47,2.18,1.53,0.96,
forceful,adj,5.92,2.28,7.11,1.48,
festal,adj,5.9,2.42,7.9,1.49,
intemperately,adv,5.12,2.19,5.22,1.82,
uninterested,adj,3.18,1.85,4.61,1.28,
pluck,verb,4.72,2.33,5.78,2.22,
inhuman,adj,5.19,2.23,4.02,1.99,
character,noun,5.83,2.44,7.27,1.66,
enthrone,verb,3.95,2.09,5.25,1.33,
sire,noun,5.92,2.6,7.08,2.2,
untune,verb,5.86,2.4,2,1.18,
prompt,adj,6.57,1.78,6.64,1.61,
lively,adj,5.9,2.42,7.9,1.49,
stitch,noun,3.46,1.92,3.65,1.61,
Andrew D. White,noun,4.37,2.14,6.47,1.59,
garb,noun,4.05,1.89,6.41,1.34,
import,noun,3.83,2.29,5.76,1.65,
mold,noun,4.2,2.42,5.07,1.97,
clamant,adj,6.38,1.78,5.02,2.02,
acquiescence,noun,5.4,2.7,7.98,1.42,
blockade,verb,4.12,2.01,3.81,1.42,
unimportant,adj,3.18,1.85,4.61,1.28,
delicious,adj,5.34,2.51,7.5,1.08,
expectation,noun,5.44,2.47,7.05,1.96,
aureole,noun,6.02,2.71,7.55,1.68,
bulb,noun,4.1,2.02,5.61,1.28,
state of affairs,noun,5.4,2.7,7.98,1.42,
discourtesy,noun,5.83,2.73,3.13,2.24,
vestige,noun,4.3,2.26,4.35,1.23,
ligneous plant,noun,3.42,2.21,6.32,1.56,
faultiness,noun,5.61,2.67,2.25,1.71,
leave,noun,5.6,2.65,7.98,1.22,
means,noun,4.33,1.78,5.19,1.27,
causal agent,noun,6.67,1.87,6.54,2.21,
merry,adj,5.53,2.9,7.2,1.97,
mightiness,noun,6.67,1.87,6.54,2.21,
grime,noun,3.76,2.26,4.17,1.77,
connection,noun,5.73,2.09,4.33,2.35,
case,noun,4.64,2.75,5.31,2.02,
fair,adj,4.93,2.23,2.81,1.52,
mute,noun,4.35,2.25,3.38,1.7,
Loretta Young,noun,5.64,2.51,6.89,2.12,
soldiery,noun,6.44,2.28,2.73,1.5,
intellectual nourishment,noun,5.92,2.11,7.65,1.37,
implike,adj,6.09,2.44,2.96,2.37,
concealment,noun,5.08,2.4,2.05,1.41,
offer,noun,4.88,2.3,6.93,1.28,
tap,verb,3.68,2.57,5.95,2.16,
sport,noun,7.22,2.01,8.37,1.11,
deplorable,adj,4.79,2.51,2.93,1.66,
pes,noun,3.27,1.98,5.02,0.93,
upright,noun,3.62,1.91,5.17,0.85,
residence,noun,4.21,2.94,7.91,1.63,
bubble,noun,5.26,2.54,6.07,2.03,
scene of action,noun,5.97,2.59,7.3,1.84,
Fish,noun,4,2.19,6.04,1.94,
cranky,adj,4.88,2.3,6.93,1.28,
Greek,noun,5.12,2.27,4.67,2.45,
puritanic,adj,4.31,2.2,6.76,1.78,
economic crisis,noun,4.54,3.19,1.85,1.67,
glasswork,noun,4.27,2.07,4.75,1.38,
backbreaking,adj,5.12,2.19,5.22,1.82,
caitiff,adj,6.33,2.28,2.25,1.18,
prowess,noun,4.86,2.88,6.68,2.1,
dear,noun,6.44,3.35,8.72,0.7,
pervert,verb,5.85,2.93,2.3,2.11,
girl,noun,5.53,2.8,8.22,1.2,
thin,verb,5,2.32,3.64,2.08,
decease,verb,4.7,2.48,4.09,2.21,
Noel Coward,noun,4.07,2.19,2.74,1.64,
dream,noun,5.61,2.92,7.04,1.98,
change hands,verb,4.7,2.48,4.09,2.21,
cuttable,adj,4.88,2.3,6.93,1.28,
formality,noun,3.74,2.37,7.18,1.5,
medicament,noun,4.4,2.36,5.67,2.06,
refer,verb,5.66,2.26,6.97,1.53,
rectangle,noun,3.18,1.76,4.74,1.02,
get the better of,verb,6.83,2.38,2.64,2.03,
pleasance,noun,3.93,2.85,7.07,2.14,
contaminate,verb,4.93,2.23,2.81,1.52,
aristocratical,adj,3.21,2.57,7.31,1.3,
body,noun,4.83,2.07,3.34,1.92,
physical structure,noun,5.52,2.63,5.55,2.37,
trade good,noun,5.43,2.85,7.47,1.45,
attach,verb,4.57,2.26,5.68,1.49,
out of doors,adv,5.92,2.55,7.47,1.8,
communication system,noun,4.78,2.82,6.73,1.47,
ramify,verb,3.96,1.94,5.29,0.97,
Isaac Mayer Wise,noun,3.91,2.64,7.52,1.23,
truehearted,adj,5.16,2.42,7.55,1.9,
gentle,adj,4.63,2.61,7.12,1.34,
sumptuosity,noun,4.75,2.91,7.88,1.49,
advantage,noun,6.68,1.78,7.63,1.3,
liquid measure,noun,4.16,2.31,7.33,1.45,
identify,verb,5.18,2.42,2.86,1.79,
gay woman,noun,5.12,2.27,4.67,2.45,
inhumane,adj,5.68,2.65,1.97,1.67,
filial duty,noun,5.19,2.39,7.64,1.29,
excision,noun,5,2.32,3.64,2.08,
suffer,verb,5.85,2.49,1.9,1.26,
Billie Jean King,noun,5.51,2.77,7.26,1.67,
line,noun,3.82,2.24,5.11,1.78,
instrument panel,noun,3.36,2.12,4.82,1.23,
repulsion,noun,7.21,2.14,2.76,2.25,
marked-up,adj,4.93,2.23,2.81,1.52,
fresh water,noun,3.65,2.35,5.08,2.51,
arise,verb,6.56,2.34,4.13,1.78,
hit,verb,5.5,2.66,6.88,1.93,
pass with flying colors,verb,5.5,2.66,6.88,1.93,
roister,verb,6.39,2.63,2.96,1.93,
profitable,adj,4.81,2.8,2.28,1.92,
facial gesture,noun,5.44,2.68,6.93,1.83,
cerulean,noun,5,2.72,7,1.88,
pip,verb,5.73,2.09,4.33,2.35,
lessen,verb,5,2.32,3.64,2.08,
punic,adj,6.2,2.7,2.05,1.55,
thirsty,adj,5.13,2.44,3.58,2.01,
snot,noun,5.65,2.36,3.36,1.81,
filth,noun,3.98,2.29,3.37,1.34,
value,verb,6.75,2.3,8.27,0.9,
begetter,noun,5.92,2.6,7.08,2.2,
nonresonant,adj,5.73,2.73,1.94,1.76,
drop,verb,5,2.32,3.64,2.08,
