word,cat,A_M,A_SD,V_M,V_SD
epidemic disease,noun,5.62,2.15,3.13,1.82,
restful,adj,2.82,2.13,5.58,1.83,
change,verb,4.88,2.3,6.93,1.28,
stumblebum,noun,4.8,2.82,4.16,2.34,
mythical creature,noun,6.18,2.25,4.05,2.48,
clapping,noun,4.4,2.07,5.95,1.38,
fully grown,adj,4.76,1.95,6.49,1.5,
unsporting,adj,4.93,2.23,2.81,1.52,
virtuous,adj,4.21,1.99,6.51,1.34,
root,noun,4.21,2.94,7.91,1.63,
great power,noun,6.67,1.87,6.54,2.21,
worktable,noun,3.59,2.07,4.61,1.4,
pistol,noun,5.55,2.39,4.02,2.44,
evangelist,noun,4.18,2.38,3.2,1.58,
queasy,adj,4.29,2.45,1.9,1.14,
flow,noun,6,2.02,3.19,1.66,
material body,noun,4.19,2.45,6.32,1.74,
stirred up,adj,6.63,2.7,7.97,1,
disquiet,verb,6.85,2.03,3.03,2.09,
unpretentious,adj,2.82,2.13,5.58,1.83,
hold dear,verb,6.75,2.3,8.27,0.9,
contagious disease,noun,5.06,2.44,2.74,1.97,
fight,noun,7.51,2.28,2.03,1.55,
debacle,noun,6.77,2.42,1.64,1.18,
leisure time,noun,5.64,2.99,8.16,1.36,
expectant,adj,5.78,2.09,7.1,1.46,
smack,adv,6.46,2.58,2.95,1.79,
sensation,noun,5.5,2.66,6.88,1.93,
heavy,adj,6.09,2.44,2.96,2.37,
formation,noun,4.54,3.19,1.85,1.67,
outcome,noun,5.1,2.4,6.21,1.63,
two-dimensional figure,noun,3.42,2.21,6.32,1.56,
pap,noun,5.56,2.55,6.27,1.81,
imagery,noun,4.66,2.43,6.62,1.84,
unconditional,adj,5.07,2.37,3.12,1.65,
dipteran,noun,4.78,2.72,2.8,1.91,
share-out,noun,6.14,2.76,7.77,2.24,
worshiper,noun,4.84,2.57,6,2.21,
recognise,verb,5.31,2.23,5.92,1.57,
pricelessness,noun,5.76,2.79,7.54,1.63,
unloved,adj,6.37,2.56,1.5,1.09,
bland,adj,4.91,2.57,6.58,1.78,
ashamed,adj,5.87,2.55,3.03,1.85,
flat solid,noun,3.61,2.56,7.51,1.38,
somebody,noun,4.19,2.45,6.32,1.74,
interment,noun,5.08,2.4,2.05,1.41,
unreactive,adj,3.18,1.85,4.61,1.28,
tweed,noun,4.37,2.14,6.47,1.59,
bed down,verb,6.95,2.44,2.31,1.44,
cry,verb,7.04,1.96,3.88,2.07,
mustard,noun,6.81,3.17,1.25,0.91,
penalty,noun,5.32,3.19,8.13,1.09,
affectionateness,noun,5.19,2.39,7.64,1.29,
romp,noun,5.89,2.37,6.98,1.97,
frigidity,noun,5.19,2.23,4.02,1.99,
solace,verb,3.93,2.85,7.07,2.14,
hard,adj,5.33,2.04,4.74,2,
gone,adj,5.82,2.62,2.82,1.83,
gird,verb,3.59,2.4,5.34,1.82,
elasticity,noun,5.67,2.51,7.76,1.51,
rip up,verb,5.87,2.56,4.84,2.51,
cluster,noun,4.07,2.15,4.64,1.36,
self-important,adj,5.56,3.01,8.03,1.56,
brave out,verb,6.15,2.45,7.15,1.64,
characteristic,noun,5.54,2.67,8.38,0.96,
idiotic,adj,4.36,2.2,4.26,1.82,
neb,noun,4.18,2.19,5.09,1.57,
confection,noun,4.58,2.4,6.54,2.09,
perforate,verb,5.71,2.34,4.95,2.22,
sentinel,noun,4.1,2.12,5.78,1.51,
unkindness,noun,4.3,2.62,7.82,1.39,
black,noun,4.37,2.14,6.47,1.59,
concordance,noun,2.95,2.55,7.72,1.75,
go on,verb,4.7,2.48,4.09,2.21,
intercommunicate,verb,6.74,1.84,8.1,1.36,
travel,verb,5.55,2.23,6.25,1.91,
endorse,verb,5.85,3.15,8.44,0.9,
uniting,noun,3.68,1.99,5.16,1.57,
acquaint,verb,5.12,2.39,6.95,1.85,
bring through,verb,4.95,2.19,6.45,1.93,
toss,verb,4.14,2.3,2.93,1.76,
offender,noun,5.5,2.55,2.45,1.8,
occult,adj,4.84,2.57,6,2.21,
ready,verb,6.07,2.61,2.21,1.99,
priest,noun,5.92,2.6,7.08,2.2,
Nirvana,noun,5.61,3.2,7.3,2.39,
string,noun,3.49,2.26,5.43,1.98,
botany,noun,4.39,2.35,6.71,1.74,
upheaval,noun,7.67,1.91,7.5,2.2,
immoderate,adj,6.29,2.43,2.93,2.15,
jolty,adj,5.33,2.04,4.74,2,
chairwoman,noun,3.15,1.77,5.08,0.98,
pipe,verb,5.36,2.91,3.93,2.22,
lifespan,noun,6.02,2.62,7.27,1.88,
scene,noun,4.3,2.26,4.35,1.23,
beach waggon,noun,3.98,2.04,5.37,0.97,
work party,noun,4.1,2.24,5.55,1.58,
evilness,noun,5.43,2.85,7.47,1.45,
aesthetical,adj,6.17,2.34,7.6,1.64,
straightforward,adj,3.18,1.76,4.74,1.02,
unrighteous,adj,6.29,2.43,2.93,2.15,
untried,adj,5.64,2.51,6.89,2.12,
play,verb,6.91,1.69,7.52,1.19,
coloring material,noun,4.1,2.36,5.62,1.72,
disconcert,verb,5.86,2.4,2,1.18,
order,noun,2.82,2.13,5.58,1.83,
light,adj,4.48,2.82,7.1,1.91,
tripe,noun,4.16,2.16,2.67,1.45,
unembellished,adj,3.52,2.05,4.39,1.46,
gambling den,noun,6.51,2.12,6.81,1.66,
place,verb,3.36,2.28,5.05,1.46,
divide,verb,5,2.32,3.64,2.08,
deceit,noun,4.39,2.36,3.05,1.99,
thread,verb,6.82,2.1,3.31,2.2,
disaffect,verb,5.45,2.15,5.6,1.82,
reward,verb,5.14,2.39,6.93,1.3,
belong,verb,5.96,2.63,2.79,1.92,
melody,noun,3.82,2.24,5.11,1.78,
pounding,noun,4.58,2.02,4.88,1.16,
crop,verb,4.05,1.89,6.41,1.34,
trade,verb,4.12,1.83,5.66,1.02,
damage,verb,6.41,2.94,1.82,1.45,
questioning,adj,5.82,1.64,6.08,1.63,
disfigure,verb,5.44,2.1,3.9,2.01,
get into,verb,4.1,2,5.46,1.36,
body covering,noun,5.28,2.51,4.32,1.91,
taint,verb,4.67,2.35,3.32,2.32,
humanistic discipline,adj,7.59,2.07,8.32,1,
early,adj,6.31,2.47,2.5,2.11,
natural virtue,noun,5.47,2.54,7.78,1.35,
assail,verb,5.73,2.09,4.33,2.35,
epitome,noun,4.65,2.13,5.2,1.28,
personage,noun,5.04,2.66,7.55,1.85,
mate,noun,5.21,2.75,7.58,1.48,
unvoiced,adj,4.63,2.61,7.12,1.34,
mental attitude,noun,5.4,2.7,7.98,1.42,
moulding,noun,4.07,1.98,3.55,1.7,
liquidate,verb,4.14,2.3,2.93,1.76,
article,noun,3.62,1.91,5.17,0.85,
sombreness,noun,3.83,2.33,1.88,1.23,
unemotional,adj,3.27,2.05,4.88,1.83,
refuse,verb,4.91,2.45,3.22,2.02,
benignity,noun,4.54,1.86,6.46,1.52,
open fireplace,noun,7.17,2.06,3.22,2.06,
hair style,noun,6.64,2.64,2.35,1.7,
fancy,noun,5.14,2.82,7.41,1.9,
hotdog,noun,5.76,2.5,7.57,1.66,
hold over,verb,2.92,2.16,5.22,0.72,
spread out,verb,4.14,2.11,6.12,1.44,
ginmill,noun,5,2.83,6.42,2.05,
outpouring,noun,5.67,2.51,7.76,1.51,
unemployment,noun,5.28,2.12,6.47,1.81,
strain,noun,4.71,2.09,6.93,1.47,
free,verb,4.91,2.57,6.58,1.78,
ovalbumin,noun,4.37,2.14,6.47,1.59,
slightness,noun,6.74,1.84,8.1,1.36,
promulgate,verb,4.97,2.13,5.75,1.38,
warmhearted,adj,4.63,2.61,7.12,1.34,
fatal,adj,4.61,2.24,5.39,1.8,
stimulant,noun,4.9,2.35,4.31,2.18,
homopteran,noun,4.98,2.03,2.81,1.92,
cloud over,verb,3.46,1.92,3.65,1.61,
murderer,noun,6.28,2.53,3.09,2.09,
dissatisfaction,noun,4.4,2.33,5.09,1.76,
orbit,noun,3.88,1.99,5.33,0.87,
pathology,noun,5.7,2.96,2.28,1.91,
someone,noun,3.82,2.4,5.09,1.67,
worry,verb,5.66,2.26,6.97,1.53,
violate,verb,6.83,2.26,3.52,2.12,
iniquity,noun,6.39,2.44,3.23,2.64,
writing style,noun,4,2.85,5.86,1.91,
fag,noun,4.76,2.18,6.44,1.43,
trait,noun,5.3,2.66,6.68,2.71,
curve,verb,5,2.32,3.64,2.08,
carsick,adj,5.8,2.88,2.05,1.2,
opus,noun,4.36,2.13,5.28,1.44,
chagrin,verb,3.74,2.33,5.86,1.42,
stake,verb,6.98,2.15,7.6,1.5,
unoriented,adj,5.82,2.62,2.82,1.83,
set-apart,adj,4.26,2.57,3.86,1.88,
actor,noun,5.83,2.44,7.27,1.66,
painfulness,noun,5.85,2.49,1.9,1.26,
muscular,adj,5.83,2.69,6.84,1.8,
water,noun,5.37,2.84,7.88,1.03,
tinge,noun,4.59,2.1,3.83,1.7,
sorrowful,adj,5.33,2.69,2.12,1.56,
respond,verb,4.08,2.41,6.2,1.37,
add together,verb,3.27,1.98,5.02,0.93,
demoralize,verb,6.26,2.61,2.79,2.12,
locomote,verb,6.21,2.51,7.1,2,
mathematical notation,noun,6.67,1.87,6.54,2.21,
botheration,noun,6.5,2.49,2.13,1.81,
punctuate,verb,7.45,2.38,2.09,1.41,
flying,adj,4.12,2.3,6.34,1.56,
theatrical role,noun,3.82,2.24,5.11,1.78,
deteriorate,verb,4.14,2.3,2.93,1.76,
two-timer,noun,5.78,2.47,2.22,1.69,
contumely,noun,6.83,2.7,1.8,1.23,
practiced,adj,5.43,2.85,7.47,1.45,
laborer,noun,4.4,2.07,5.95,1.38,
con,verb,5.39,2.22,7.15,1.49,
incompetent,adj,5.18,2.4,4,2.22,
unhealthy,adj,4.43,2.05,5.61,1.94,
baseball player,noun,4.76,2.4,5.67,1.91,
constellation,noun,6.82,2.1,3.31,2.2,
paladin,noun,5.85,3.15,8.44,0.9,
fibre,noun,5.56,2.62,7,1.32,
witticism,noun,5.5,2.91,8.56,0.81,
demeanour,noun,4.56,1.78,5.64,1.34,
hymenopteron,noun,5.5,2.17,3.37,1.63,
spirited,adj,5.5,2.74,7.25,2.22,
period of time,noun,2.8,2.66,7.2,1.77,
important person,noun,4.25,2.47,5.55,2.24,
disloyal,adj,6.56,2.21,1.93,1.61,
start out,verb,3.82,2.24,5.11,1.78,
halo,noun,6.02,2.71,7.55,1.68,
angry,adj,6.76,2.26,2.44,1.72,
preparedness,noun,6.85,2.53,6.2,1.76,
feel,verb,5.83,2.48,7,2.11,
surefooted,adj,5.08,2.07,7.16,1.39,
newspaper headline,noun,3.83,1.95,5.4,0.83,
territorial division,noun,5.24,2.53,6.03,1.37,
starring,adj,5.83,2.44,7.27,1.66,
modest,adj,3.74,2.33,5.86,1.42,
profession,noun,5,2.83,6.42,2.05,
utterly,adv,5.73,2.73,1.94,1.76,
paddy wagon,noun,3.98,2.04,5.37,0.97,
danger,noun,5.38,2.58,6.02,1.77,
work out,verb,5.41,2.43,6.63,1.68,
age bracket,noun,5.64,2.51,6.89,2.12,
rudeness,noun,5.28,2.04,3.85,2.13,
solid-coloured,adj,3.52,2.05,4.39,1.46,
treaty,noun,2.95,2.55,7.72,1.75,
tragedy,noun,6.33,2.7,1.73,1.13,
action,noun,7.49,2.16,2.08,1.91,
sew together,verb,3.46,1.92,3.65,1.61,
semidarkness,noun,3.83,2.33,1.88,1.23,
motion,verb,5.44,2.68,6.93,1.83,
struggle,verb,7.49,2.16,2.08,1.91,
rigor,noun,4.76,2.55,2.45,1.61,
crawl in,verb,3.61,2.56,7.51,1.38,
coming,noun,8.1,1.45,8.32,1.31,
Devil,noun,6.07,2.61,2.21,1.99,
strangle,verb,6.03,3.19,1.56,0.96,
bug,verb,5.87,2.56,4.84,2.51,
explorer,noun,5.04,2.1,6.45,1.55,
live,verb,5.94,2.09,7.33,1.7,
astringent,adj,5.1,1.95,3.93,1.98,
admirer,noun,5.85,3.15,8.44,0.9,
occurrence,noun,6.95,2.44,2.31,1.44,
manifest,adj,3.52,2.05,4.39,1.46,
watercraft,noun,5.61,2.72,6.95,1.79,
deflower,verb,4.04,2.14,3.18,1.86,
vex,verb,5.69,2.51,7.47,1.73,
Frenchwoman,noun,4.54,2.03,5.71,1.74,
facility,noun,4.97,2.49,6.61,1.78,
opinion,noun,5,2.68,6.68,1.84,
gravelly,adj,5.33,2.04,4.74,2,
act upon,verb,4.73,2.64,7.02,1.57,
Edward D. White,noun,4.37,2.14,6.47,1.59,
defeat,verb,5.86,2.4,2,1.18,
distort,verb,4.73,2.64,7.02,1.57,
odorize,verb,5.05,2.36,6.76,1.48,
in attendance,adj,5.12,2.39,6.95,1.85,
group,verb,4.8,2.82,4.16,2.34,
example,noun,4.95,2.57,7.82,1.16,
simple,noun,3.18,1.76,4.74,1.02,
pushcart,noun,4.84,2.17,5.47,1.88,
sicken,verb,6.56,2.34,4.13,1.78,
wan,adj,4.29,2.45,1.9,1.14,
picture,noun,6.41,2.09,6.82,1.63,
financial condition,noun,4.87,2.66,1.67,0.9,
concave shape,noun,4.54,3.19,1.85,1.67,
multipurpose,adj,4.26,2.47,7.14,1.6,
hoof it,verb,3.27,1.98,5.02,0.93,
dilapidated,adj,4.1,1.94,4.28,1.84,
ameliorate,verb,5.69,2.15,7.65,1.16,
queer,verb,4.92,2.64,2.39,1.44,
cleft,noun,6.33,2.21,4.84,2.14,
scathe,noun,5.57,2.26,3.05,1.65,
intruder,noun,5.45,2.15,5.6,1.82,
bank,verb,5.3,2.66,6.68,2.71,
lightly,adv,5.12,2.19,5.22,1.82,
irrational motive,noun,7.26,2.57,8.03,1.27,
possibleness,noun,5.38,2.58,6.02,1.77,
C,noun,5.53,2.96,7.92,1.2,
vessel,noun,4.79,2.44,6.15,1.49,
hassle,verb,5.36,2.89,3.82,1.73,
enclothe,verb,4.49,2.5,6.07,1.61,
organisation,noun,3.82,2.4,5.09,1.67,
plumbago,noun,3.14,1.9,5.22,0.68,
god,noun,4.49,1.9,6.49,1.7,
business enterprise,noun,3.92,1.94,5.29,1.15,
nipping,adj,4.24,2.17,3.95,2.09,
specie,noun,4.29,2.48,6.02,1.96,
Lion,noun,6.2,2.16,5.57,1.99,
up to,adj,5.08,2.07,7.16,1.39,
upstage,adj,3.27,2.05,4.88,1.83,
use up,verb,5.69,2.51,7.47,1.73,
textual matter,noun,4.9,2.37,6.61,1.59,
call for,verb,7.35,1.76,7.69,1.39,
feller,noun,5.76,2.5,7.57,1.66,
infuriated,adj,7.97,2.17,2.46,1.65,
rock oil,noun,5.07,2.37,3.12,1.65,
supernatural being,noun,5.56,2.62,7,1.32,
area,noun,4.08,2.41,6.2,1.37,
jubilant,adj,6.78,2.58,8.82,0.73,
Education,noun,5.74,2.46,6.69,1.77,
septic,adj,4.88,2.29,3.08,2.05,
internal organ,noun,6.34,2.25,7.39,1.53,
boast,verb,5.78,2.6,7.8,1.83,
flop,noun,7.15,2.4,2.1,1.19,
stricken,adj,4.29,2.45,1.9,1.14,
creation,noun,5.32,2.39,6.5,2.03,
cut,adj,5.33,2.04,4.74,2,
tincture,noun,4.3,2.26,4.35,1.23,
chromatic colour,noun,5.29,2.04,6.41,1.61,
practice session,noun,6.84,2.06,7.13,1.58,
decoct,verb,4.65,2.13,5.2,1.28,
font,noun,5.6,2.21,6.8,1.61,
putrid,adj,4.53,2.38,2.26,1.37,
people of colour,noun,4.73,2.64,7.02,1.57,
Danton True Young,noun,5.64,2.51,6.89,2.12,
Fatherhood,noun,5.92,2.6,7.08,2.2,
rear,verb,4.7,2.59,3.98,1.73,
certification,noun,5.67,2.8,8,1.39,
honor,noun,6.55,2.46,7.93,1.29,
weapon system,noun,7.02,1.84,3.47,2.48,
clothes,noun,4.05,1.89,6.41,1.34,
vamp,noun,5.87,2.56,4.84,2.51,
rattling,adj,5.9,2.42,7.9,1.49,
provide,verb,4.27,2.07,4.75,1.38,
fuddle,verb,4.78,2.34,5.95,2.19,
prosody,noun,7.45,2.38,2.09,1.41,
percentage,noun,3.82,2.24,5.11,1.78,
time of day,noun,4.2,2.99,7.68,1.72,
kilo,noun,3.7,2.18,5.68,1.62,
physiological property,noun,4.38,2.13,5.73,1.55,
meliorate,verb,5.69,2.15,7.65,1.16,
intelligent,adj,4.09,2.37,6.59,1.57,
air out,verb,4.12,2.3,6.34,1.56,
gloam,noun,4.7,2.41,7.23,1.8,
inconvenience oneself,verb,6.85,2.03,3.03,2.09,
apologize,verb,4.73,2.64,7.02,1.57,
fisticuffs,noun,7.15,2.19,3.76,2.63,
treasonable,adj,6.2,2.7,2.05,1.55,
signalize,verb,4.6,2.35,6.02,1.66,
effigy,noun,5.95,2.84,8.15,1.27,
corneous,adj,5.12,2.19,5.22,1.82,
metropolis,noun,4.38,2.69,6.55,2.44,
geared,adj,6.77,2.07,8,1.38,
lepidopteran,noun,3.47,2.39,7.17,1.2,
player,noun,3.73,2.26,5.61,1.93,
paw,noun,4.4,2.07,5.95,1.38,
Kuki-Chin,noun,3.31,1.98,5.29,1.27,
matter,noun,5.92,2.11,7.65,1.37,
slacken off,verb,4.6,2.35,6.02,1.66,
tenderness,noun,6.21,2.75,8.39,0.86,
monastic,noun,4.71,2.68,7.11,2.17,
architect,noun,4.37,2.14,6.47,1.59,
keep,verb,4.95,2.19,6.45,1.93,
gun,noun,4.71,2.84,4.9,2.2,
perceptiveness,noun,5.22,2.38,6.66,1.57,
easy,adj,4.63,2.61,7.12,1.34,
huckster,verb,4.39,2.29,5.88,1.62,
concept,noun,3.82,2.24,5.11,1.78,
achromatic color,noun,4.61,2.24,5.39,1.8,
get wind,verb,5.39,2.22,7.15,1.49,
faint-hearted,adj,4.11,2.09,3.86,1.55,
resolution,noun,5.41,2.43,6.63,1.68,
thoughtless,adj,3.18,1.85,4.61,1.28,
inactive,adj,3.39,2.22,3.93,1.6,
Christmastime,noun,6.27,2.56,7.8,1.55,
enfeeble,verb,4.14,2.3,2.93,1.76,
awed,adj,4,1.6,5.35,1.21,
conserves,noun,3.7,2.29,5.66,1.44,
sarcastic,adj,4.61,2.24,5.39,1.8,
toilet table,noun,4.98,2.31,4.3,1.91,
custom,noun,3.95,2.11,4.11,1.77,
crusade,noun,7.49,2.16,2.08,1.91,
friendly relationship,noun,5.3,2.66,6.68,2.71,
calumny,noun,4.25,2.47,5.55,2.24,
notice,noun,3.93,2.56,5.34,1.75,
arse,noun,2.95,1.72,4.95,0.98,
disclose,verb,7.24,2.06,1.68,1.02,
trail,verb,5.76,2.5,7.57,1.66,
carnage,noun,5.33,2.63,2.28,1.74,
Charles Percy Snow,noun,5.75,2.47,7.08,1.83,
peak,noun,5.03,2.65,7.26,1.18,
blue devil,noun,4.31,2.2,6.76,1.78,
timber,noun,3.36,2.12,4.82,1.23,
put down,verb,4.17,2.49,5.72,1.54,
undignified,adj,5.88,2.38,7.41,1.8,
niche,noun,3.91,1.92,4.36,1.21,
vocalization,noun,6.75,2.5,8.45,1.08,
cuckold,verb,7.24,2.06,1.68,1.02,
make full,verb,3.84,1.88,5.05,0.81,
cerebration,noun,4.83,2.46,6.39,1.58,
hash out,verb,3.15,1.77,5.08,0.98,
religious leader,noun,3.91,2.64,7.52,1.23,
perception,noun,5.22,2.38,6.66,1.57,
let,verb,5.3,2.66,6.68,2.71,
bright,adj,6.49,2.77,8.21,1.82,
anxiety,noun,6.96,2.17,2.76,2.12,
snoot,noun,5.65,2.36,3.36,1.81,
accustom,verb,5.66,2.26,2.48,2.08,
choler,noun,6.83,2.26,3.52,2.12,
cull,verb,4.72,2.33,5.78,2.22,
rumormonger,noun,5.74,2.38,3.48,2.33,
rising,noun,6.56,2.34,4.13,1.78,
existing,adj,5.5,2.74,7.25,2.22,
statement,noun,5.41,2.43,6.63,1.68,
component,noun,3.82,2.24,5.11,1.78,
discomfited,adj,5.61,2.76,2.48,1.64,
bushed,adj,5.73,2.73,1.94,1.76,
hunch,noun,6.34,2.25,7.39,1.53,
funniness,noun,5.85,2.81,8.37,0.94,
creativity,noun,4.66,2.43,6.62,1.84,
impractical,adj,7.59,2.07,8.32,1,
regime,noun,5.1,2.75,7.19,1.78,
Patrick Victor Martindale White,noun,4.37,2.14,6.47,1.59,
opportune,adj,5.43,2.85,7.47,1.45,
core,noun,6.34,2.25,7.39,1.53,
heavier-than-air craft,noun,6.14,2.39,6.43,1.98,
alluvion,noun,6,2.02,3.19,1.66,
hefty,adj,3.98,2.22,6.3,1.56,
sister,noun,4.71,2.68,7.11,2.17,
exalt,verb,8.02,1.65,8.05,1.48,
social class,noun,5.32,2.39,6.5,2.03,
confide,verb,5.3,2.66,6.68,2.71,
armor plating,noun,4.71,2.84,4.9,2.2,
incandescent lamp,noun,4.1,2.02,5.61,1.28,
duet,noun,6.39,2.31,7.41,1.97,
flying field,noun,4.08,2.41,6.2,1.37,
strike down,verb,5,2.32,3.64,2.08,
humankind,noun,5.32,2.39,6.5,2.03,
fugly,adj,5.38,2.23,2.43,1.27,
far-famed,adj,5.73,2.68,6.98,2.07,
filthy,adj,4.89,2.5,3.58,2.38,
sibilant,adj,4.63,2.61,7.12,1.34,
turn,verb,6.22,1.91,2.73,1.72,
blue,adj,3.21,2.57,7.31,1.3,
ware,verb,4.14,2.3,2.93,1.76,
stopper,noun,3.8,2.18,5.22,1.13,
edge tool,noun,6.14,2.39,6.43,1.98,
winner,noun,4.95,2.57,2.25,1.48,
field of battle,noun,4.08,2.41,6.2,1.37,
promiscuous,adj,4.48,2.82,7.1,1.91,
solid,noun,4.07,1.98,3.55,1.7,
refracting telescope,noun,4.27,2.07,4.75,1.38,
ply,verb,3.36,2.12,4.82,1.23,
young lady,noun,4.29,2.69,6.87,1.64,
halting,adj,5.89,2.37,6.98,1.97,
view,noun,4.89,2.46,6.28,1.45,
choke,verb,6.03,3.19,1.56,0.96,
challenging,adj,5.12,2.19,5.22,1.82,
revel,verb,6.39,2.63,2.96,1.93,
feces,noun,4,2.14,4.56,1.72,
saving,noun,6.53,2.56,7.7,1.24,
somaesthesia,noun,6.07,2.26,3.38,1.61,
risk,verb,6.98,2.15,7.6,1.5,
stench,noun,4.26,2.1,3,1.79,
unsound,adj,4.53,2.38,2.26,1.37,
incapacitate,verb,3.81,2.27,3.29,1.69,
gab,noun,5.74,2.38,3.48,2.33,
take a hop,verb,5.67,2.51,7.76,1.51,
angel,noun,4.49,1.9,6.49,1.7,
business,noun,4.56,2.41,7.26,1.72,
agency,noun,4.33,1.78,5.19,1.27,
assault,verb,6.81,3.17,1.25,0.91,
clothe,verb,3.95,2.09,5.25,1.33,
dejected,adj,4.18,2.5,1.57,0.96,
bad luck,noun,3.72,2.02,3.37,1.57,
bloody,adj,5.29,2.04,6.41,1.61,
destroyed,adj,5.43,2.42,3.05,1.92,
trap,noun,4.39,2.08,3.76,1.64,
Xmas,noun,6.27,2.56,7.8,1.55,
admit,verb,4.56,2.41,7.26,1.72,
sports stadium,noun,3.47,2.12,5.33,1.33,
magical spell,noun,5.16,2.25,6.77,1.58,
posterior,adj,4.12,2.01,3.81,1.42,
sloppy,adj,4.07,2.18,4.02,1.41,
nude,adj,5.8,2.8,6.34,2.42,
persuasion,noun,5.86,1.81,7,1.34,
swell up,verb,4.1,2.34,2.88,1.75,
ravishment,noun,6.81,3.17,1.25,0.91,
bedevil,verb,6.47,2.47,2.23,1.72,
bringing,noun,4.36,2.13,5.28,1.44,
piddle,noun,4.2,2.18,3.25,1.71,
sense of humour,noun,5.5,2.91,8.56,0.81,
figure out,verb,5.41,2.43,6.63,1.68,
enkindle,verb,7.17,2.06,3.22,2.06,
towboat,noun,3.95,2.28,5.46,1.75,
guaranteed,adj,3.14,2.47,7.57,1.76,
birdsong,noun,6.07,2.42,7.1,1.97,
decelerate,verb,3.39,2.22,3.93,1.6,
vegetable,noun,4.28,2.46,6.18,2.05,
pee,noun,4.97,2.49,6.61,1.78,
subdued,adj,2.82,2.13,5.58,1.83,
misfortune,noun,4.76,2.55,2.45,1.61,
demerit,noun,4.52,2.52,6.22,2.06,
dramatic composition,noun,4.17,2.49,5.72,1.54,
progeny,noun,5.55,2.29,7.08,1.98,
suppress,verb,5.44,2.68,6.93,1.83,
sunshiny,adj,5.4,2.33,7.5,1.55,
atmosphere,noun,3.83,2.33,1.88,1.23,
internal representation,noun,5.42,2.25,6.62,1.5,
male parent,noun,6.13,2.71,8.39,1.15,
task,noun,5.53,2.8,8.22,1.2,
acetify,verb,5.1,1.95,3.93,1.98,
railway car,noun,4.88,2.3,6.93,1.28,
noise,verb,7.04,1.96,3.88,2.07,
sanctify,verb,4.05,2.59,7.19,1.69,
worked up,adj,6.63,2.7,7.97,1,
downfall,noun,5.75,2.47,7.08,1.83,
pull the wool over someone's eyes,verb,5.75,2.47,7.08,1.83,
lop off,verb,6.64,2.64,2.35,1.7,
domiciliate,verb,4.21,2.94,7.91,1.63,
fight down,verb,7.15,2.19,3.76,2.63,
institution,noun,4.21,2.94,7.91,1.63,
encircle,verb,3.86,2.13,5.67,1.26,
confirmed,adj,4.81,2.46,2.51,1.42,
time period,noun,4.28,2.21,4.71,2.36,
be well,verb,5.85,2.49,1.9,1.26,
discolour,verb,6.22,1.91,2.73,1.72,
concord,noun,5.02,2.24,7.08,1.59,
aboulic,adj,5.13,2.76,4.45,2.23,
solitude,noun,4.56,2.97,1.61,1.02,
raptorial bird,noun,4.39,2.29,5.88,1.62,
court card,noun,5.51,2.77,7.26,1.67,
pacificist,noun,3.79,2.28,6.9,1.54,
soundless,adj,2.82,2.13,5.58,1.83,
tomato ketchup,noun,4.09,2.08,5.6,1.35,
gentle wind,noun,4.12,2.3,6.34,1.56,
evildoing,noun,5.78,2.21,2.8,1.67,
insecure,adj,3.89,2.54,7.62,1.41,
stop up,verb,3.8,2.18,5.22,1.13,
meaning,noun,5.56,2.62,7,1.32,
air,noun,4.37,2.32,6.85,1.71,
snack,noun,4.45,2.7,7.44,1.29,
touch,noun,5.73,2.09,4.33,2.35,
mark,noun,4.79,2.11,3.38,1.7,
confused,adj,5.88,2.38,7.41,1.8,
rival,noun,5.85,3.15,8.44,0.9,
exult,verb,5.78,2.6,7.8,1.83,
bill of exchange,noun,5.4,2.7,7.98,1.42,
masticate,verb,6,2.43,7.18,1.97,
close,verb,3.14,2.47,7.57,1.76,
female,noun,4.29,2.69,6.87,1.64,
unconcerned,adj,3.12,1.93,4.74,1.11,
disintegrate,verb,6.95,2.44,2.31,1.44,
inundate,verb,4.86,2.36,5.14,2.24,
words,noun,6.29,2.56,2.93,2.06,
soil,noun,3.98,2.29,3.37,1.34,
comb out,verb,5.87,2.56,4.84,2.51,
accolade,noun,5.39,2.44,7.78,1.22,
sentimental,adj,4.88,2.3,6.93,1.28,
collect,verb,4.8,2.82,4.16,2.34,
stark,adj,3.52,2.05,4.39,1.46,
contented,adj,4.3,2.52,7.2,1.5,
toilet article,noun,5.05,2.36,6.76,1.48,
resilient,adj,5.53,2.9,7.2,1.97,
have,noun,6.14,2.7,8.03,1.42,
legal instrument,noun,3.5,1.84,5.29,1.08,
issue,noun,5.53,2.8,8.22,1.2,
colourless,adj,4.37,2.14,6.47,1.59,
change of location,noun,6.02,2.58,7.73,1.34,
slit,noun,4.7,2.59,3.98,1.73,
red-faced,adj,5.29,2.04,6.41,1.61,
shrieking,noun,5.36,2.91,3.93,2.22,
humbled,adj,3.74,2.33,5.86,1.42,
inexact,adj,5.15,3.04,8.26,1.31,
berth,noun,4.08,1.92,5.24,1.59,
wish,verb,5.3,2.66,6.68,2.71,
practice,noun,4.66,2.12,5.85,1.53,
financial gain,noun,7.72,2.16,8.38,0.92,
knock,verb,6.47,2.47,2.23,1.72,
imagine,verb,5.14,2.82,7.41,1.9,
female aristocrat,noun,4.76,2.18,6.44,1.43,
pick,noun,4.74,2.23,6.49,1.31,
