영화명,달콤하다,신나다,유쾌하다,재미있다,즐겁다,통쾌하다,행복하다,활기있다,황홀하다,감격스럽다,감동적이다,경이롭다,굉장하다,놀라다,대단하다,환상적이다,평온하다,나른하다,지루하다,가슴아프다,서글프다,슬프다,쓸쓸하다,안타깝다,애석하다,격분하다,분노하다,구역질나다,불결하다,잔인하다,공포스럽다,등골이서늘하다,무섭다,무시무시하다,소름끼치다,오싹하다,,MAX,,
인베이젼,0.01,0.00,0.00,0.07,0.00,0.00,0.01,0.03,0.05,0.00,0.00,0.00,0.01,0.03,0.04,0.03,0.00,0.02,0.05,0.00,0.01,0.00,0.08,0.06,0.02,0.01,0.03,0.01,0.01,0.01,0.02,0.12,0.03,0.00,0.08,0.15,,0.15,36.00,오싹하다
인사동스캔들,0.01,0.00,0.02,0.13,0.02,0.04,0.00,0.06,0.01,0.01,0.01,0.01,0.01,0.19,0.10,0.06,0.00,0.02,0.08,0.00,0.00,0.00,0.00,0.07,0.02,0.01,0.02,0.00,0.01,0.01,0.00,0.04,0.00,0.00,0.00,0.02,,0.19,14.00,놀라다
인셉션,0.00,0.00,0.00,0.08,0.01,0.00,0.01,0.12,0.01,0.01,0.02,0.03,0.03,0.14,0.21,0.04,0.00,0.01,0.07,0.01,0.00,0.00,0.00,0.04,0.01,0.01,0.03,0.00,0.01,0.00,0.00,0.02,0.00,0.00,0.03,0.02,,0.21,15.00,대단하다
인시디어스,0.00,0.00,0.00,0.03,0.01,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.02,0.11,0.03,0.02,0.00,0.02,0.02,0.00,0.03,0.00,0.01,0.02,0.01,0.01,0.04,0.00,0.00,0.01,0.24,0.06,0.15,0.07,0.03,0.02,,0.24,31.00,공포스럽다
인크레더블,0.05,0.03,0.06,0.22,0.09,0.02,0.00,0.04,0.01,0.00,0.01,0.02,0.03,0.03,0.18,0.03,0.01,0.01,0.04,0.00,0.00,0.00,0.00,0.03,0.01,0.01,0.03,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,,0.22,4.00,재미있다
인크레더블헐크,0.02,0.01,0.00,0.15,0.03,0.04,0.01,0.09,0.04,0.01,0.01,0.01,0.03,0.03,0.10,0.06,0.00,0.02,0.06,0.01,0.00,0.01,0.01,0.07,0.02,0.03,0.04,0.00,0.00,0.01,0.01,0.03,0.01,0.00,0.00,0.03,,0.15,4.00,재미있다
인타임,0.01,0.00,0.00,0.12,0.01,0.00,0.01,0.04,0.09,0.01,0.02,0.01,0.02,0.12,0.06,0.05,0.00,0.01,0.06,0.00,0.00,0.01,0.02,0.14,0.05,0.02,0.03,0.00,0.03,0.01,0.00,0.02,0.00,0.00,0.00,0.02,,0.14,24.00,안타깝다
일라이,0.00,0.00,0.00,0.07,0.01,0.01,0.01,0.06,0.02,0.02,0.05,0.05,0.03,0.09,0.07,0.06,0.02,0.01,0.06,0.00,0.00,0.00,0.02,0.08,0.03,0.06,0.05,0.01,0.03,0.03,0.00,0.02,0.00,0.00,0.01,0.01,,0.09,14.00,놀라다
일루셔니스트,0.00,0.00,0.00,0.06,0.01,0.00,0.01,0.04,0.04,0.00,0.01,0.01,0.02,0.39,0.06,0.09,0.00,0.06,0.07,0.00,0.00,0.00,0.01,0.04,0.01,0.01,0.01,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.02,0.01,,0.39,14.00,놀라다
일본침몰,0.01,0.00,0.01,0.05,0.02,0.01,0.01,0.03,0.02,0.00,0.02,0.00,0.02,0.01,0.03,0.01,0.00,0.03,0.23,0.00,0.00,0.02,0.01,0.13,0.03,0.07,0.10,0.00,0.08,0.01,0.01,0.02,0.00,0.00,0.00,0.01,,0.23,19.00,지루하다
잃어버린세계를찾아서,0.01,0.02,0.01,0.23,0.04,0.01,0.00,0.05,0.01,0.00,0.01,0.00,0.02,0.02,0.10,0.02,0.01,0.02,0.06,0.00,0.00,0.00,0.03,0.07,0.02,0.01,0.03,0.00,0.02,0.01,0.00,0.03,0.01,0.00,0.00,0.13,,0.23,4.00,재미있다
자칼이온다,0.03,0.01,0.06,0.15,0.17,0.00,0.00,0.06,0.02,0.01,0.01,0.00,0.02,0.11,0.02,0.03,0.01,0.01,0.07,0.00,0.00,0.00,0.00,0.08,0.02,0.02,0.04,0.00,0.03,0.01,0.00,0.01,0.00,0.00,0.00,0.01,,0.17,5.00,즐겁다
작업의정석,0.05,0.01,0.05,0.14,0.24,0.01,0.00,0.05,0.06,0.01,0.01,0.00,0.01,0.02,0.04,0.02,0.00,0.02,0.05,0.00,0.00,0.00,0.03,0.09,0.02,0.02,0.03,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.24,5.00,즐겁다
작전,0.02,0.00,0.03,0.22,0.06,0.01,0.01,0.07,0.02,0.01,0.01,0.00,0.02,0.05,0.12,0.04,0.01,0.01,0.06,0.00,0.00,0.00,0.00,0.07,0.01,0.01,0.03,0.00,0.01,0.01,0.00,0.05,0.00,0.00,0.00,0.05,,0.22,4.00,재미있다
잔혹한출근,0.01,0.00,0.01,0.17,0.09,0.00,0.01,0.07,0.02,0.01,0.08,0.00,0.01,0.11,0.05,0.02,0.00,0.01,0.06,0.01,0.00,0.03,0.01,0.07,0.01,0.01,0.03,0.00,0.01,0.03,0.00,0.02,0.00,0.00,0.00,0.04,,0.17,4.00,재미있다
장화신은고양이,0.34,0.01,0.03,0.16,0.05,0.00,0.00,0.04,0.02,0.00,0.03,0.00,0.01,0.03,0.07,0.03,0.01,0.01,0.04,0.00,0.00,0.00,0.00,0.04,0.02,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,,0.34,1.00,달콤하다
잭더자이언트킬러,0.03,0.01,0.01,0.15,0.03,0.01,0.01,0.10,0.02,0.00,0.01,0.00,0.03,0.03,0.05,0.03,0.01,0.07,0.07,0.00,0.00,0.00,0.04,0.07,0.02,0.02,0.03,0.00,0.01,0.03,0.00,0.03,0.02,0.00,0.01,0.05,,0.15,4.00,재미있다
잭리처,0.02,0.00,0.02,0.08,0.02,0.01,0.00,0.09,0.01,0.01,0.01,0.00,0.02,0.03,0.05,0.10,0.01,0.03,0.10,0.00,0.00,0.00,0.02,0.09,0.05,0.03,0.06,0.00,0.01,0.01,0.00,0.05,0.00,0.00,0.00,0.05,,0.10,19.00,지루하다
적벽대전1부-거대한전쟁의시작,0.01,0.00,0.00,0.11,0.01,0.00,0.00,0.14,0.01,0.01,0.01,0.01,0.05,0.02,0.09,0.06,0.00,0.01,0.12,0.00,0.00,0.01,0.02,0.09,0.05,0.05,0.07,0.00,0.02,0.01,0.00,0.01,0.00,0.00,0.00,0.01,,0.14,8.00,활기있다
적벽대전2부-최후의결전,0.03,0.00,0.00,0.12,0.02,0.01,0.00,0.06,0.02,0.00,0.02,0.01,0.05,0.01,0.09,0.07,0.00,0.01,0.15,0.01,0.00,0.01,0.01,0.09,0.05,0.05,0.04,0.00,0.01,0.01,0.00,0.02,0.00,0.00,0.00,0.01,,0.15,19.00,지루하다
전국노래자랑,0.04,0.01,0.02,0.11,0.11,0.00,0.02,0.09,0.02,0.01,0.16,0.01,0.01,0.01,0.05,0.02,0.02,0.03,0.07,0.00,0.00,0.07,0.00,0.05,0.01,0.01,0.02,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.16,11.00,감동적이다
전우치,0.06,0.01,0.04,0.22,0.09,0.01,0.00,0.06,0.02,0.01,0.01,0.00,0.02,0.04,0.11,0.07,0.01,0.01,0.06,0.00,0.00,0.00,0.01,0.07,0.02,0.02,0.02,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.01,,0.22,4.00,재미있다
점퍼,0.01,0.01,0.00,0.15,0.05,0.02,0.00,0.10,0.01,0.00,0.01,0.00,0.01,0.03,0.05,0.06,0.00,0.01,0.07,0.00,0.00,0.00,0.07,0.10,0.03,0.04,0.05,0.00,0.02,0.01,0.00,0.01,0.00,0.00,0.00,0.05,,0.15,4.00,재미있다
정승필실종사건,0.00,0.00,0.01,0.07,0.12,0.00,0.01,0.03,0.01,0.01,0.02,0.00,0.01,0.01,0.02,0.00,0.00,0.01,0.09,0.00,0.00,0.01,0.01,0.15,0.07,0.09,0.13,0.00,0.11,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,0.15,24.00,안타깝다
"제니,주노",0.04,0.00,0.01,0.07,0.01,0.00,0.01,0.03,0.09,0.01,0.02,0.00,0.01,0.01,0.03,0.01,0.00,0.01,0.06,0.00,0.00,0.01,0.02,0.10,0.03,0.04,0.13,0.02,0.18,0.01,0.01,0.00,0.01,0.00,0.00,0.00,,0.18,29.00,불결하다
제로다크서티,0.00,0.00,0.00,0.05,0.01,0.00,0.00,0.04,0.02,0.01,0.01,0.03,0.03,0.04,0.10,0.07,0.01,0.01,0.14,0.01,0.01,0.02,0.02,0.04,0.01,0.03,0.06,0.00,0.01,0.05,0.00,0.11,0.01,0.00,0.01,0.03,,0.14,19.00,지루하다
조디악,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.04,0.00,0.00,0.01,0.00,0.02,0.02,0.05,0.05,0.00,0.01,0.21,0.01,0.00,0.00,0.02,0.03,0.02,0.02,0.03,0.00,0.01,0.13,0.02,0.10,0.01,0.00,0.01,0.12,,0.21,19.00,지루하다
조선명탐정각시투구꽃의비밀,0.02,0.01,0.06,0.19,0.17,0.01,0.00,0.06,0.03,0.01,0.01,0.00,0.01,0.10,0.09,0.02,0.01,0.02,0.05,0.00,0.00,0.00,0.00,0.06,0.01,0.01,0.02,0.00,0.01,0.01,0.00,0.01,0.00,0.00,0.00,0.01,,0.19,4.00,재미있다
조폭마누라3,0.01,0.01,0.02,0.20,0.22,0.01,0.00,0.08,0.04,0.00,0.01,0.00,0.03,0.01,0.06,0.06,0.00,0.01,0.04,0.02,0.00,0.00,0.00,0.06,0.02,0.01,0.03,0.01,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,0.22,5.00,즐겁다
좋지아니한가,0.05,0.00,0.08,0.11,0.15,0.01,0.02,0.05,0.03,0.00,0.03,0.00,0.02,0.05,0.05,0.03,0.01,0.01,0.12,0.00,0.00,0.01,0.01,0.05,0.02,0.02,0.04,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,,0.15,5.00,즐겁다
주먹이운다,0.01,0.00,0.00,0.03,0.01,0.00,0.01,0.05,0.02,0.05,0.15,0.01,0.03,0.02,0.11,0.07,0.00,0.02,0.07,0.01,0.00,0.16,0.01,0.06,0.02,0.02,0.03,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,0.16,22.00,슬프다
주온-원혼의부활,0.01,0.01,0.00,0.03,0.08,0.01,0.00,0.02,0.00,0.00,0.00,0.00,0.01,0.02,0.02,0.00,0.00,0.01,0.04,0.00,0.04,0.00,0.01,0.07,0.02,0.02,0.05,0.00,0.05,0.01,0.15,0.01,0.19,0.10,0.01,0.00,,0.19,33.00,무섭다
주유소습격사건2,0.02,0.01,0.03,0.11,0.15,0.01,0.00,0.05,0.00,0.00,0.01,0.00,0.02,0.01,0.04,0.01,0.01,0.01,0.09,0.00,0.00,0.01,0.01,0.10,0.04,0.08,0.09,0.00,0.07,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,0.15,5.00,즐겁다
주홍글씨,0.00,0.00,0.01,0.03,0.01,0.00,0.02,0.05,0.06,0.01,0.01,0.01,0.03,0.13,0.05,0.04,0.00,0.01,0.04,0.01,0.00,0.02,0.01,0.11,0.04,0.05,0.08,0.04,0.03,0.03,0.00,0.01,0.01,0.00,0.01,0.03,,0.13,14.00,놀라다
줄리아의눈,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.03,0.01,0.00,0.01,0.00,0.02,0.06,0.07,0.03,0.00,0.01,0.04,0.00,0.01,0.01,0.00,0.03,0.01,0.01,0.02,0.00,0.01,0.03,0.09,0.16,0.07,0.00,0.02,0.19,,0.19,36.00,오싹하다
중천,0.01,0.00,0.00,0.09,0.01,0.00,0.00,0.05,0.12,0.01,0.02,0.01,0.02,0.02,0.06,0.07,0.01,0.02,0.08,0.01,0.00,0.02,0.02,0.13,0.03,0.04,0.06,0.00,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,0.13,24.00,안타깝다
즐거운인생,0.03,0.06,0.03,0.08,0.17,0.01,0.04,0.06,0.02,0.01,0.11,0.01,0.03,0.01,0.10,0.06,0.00,0.03,0.03,0.01,0.00,0.02,0.00,0.04,0.01,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,0.17,5.00,즐겁다
지구가멈추는날,0.01,0.00,0.00,0.07,0.01,0.00,0.00,0.07,0.01,0.00,0.02,0.00,0.01,0.02,0.03,0.02,0.01,0.03,0.12,0.00,0.00,0.01,0.11,0.13,0.07,0.07,0.09,0.00,0.05,0.01,0.00,0.01,0.00,0.00,0.00,0.01,,0.13,24.00,안타깝다
"지금,만나러갑니다",0.02,0.00,0.00,0.02,0.00,0.00,0.03,0.02,0.24,0.02,0.19,0.01,0.01,0.03,0.12,0.02,0.01,0.01,0.03,0.01,0.00,0.15,0.00,0.03,0.01,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,0.24,9.00,황홀하다
지금사랑하는사람과살고있습니까,0.01,0.00,0.03,0.10,0.06,0.00,0.01,0.08,0.19,0.01,0.01,0.00,0.01,0.04,0.03,0.08,0.00,0.03,0.08,0.01,0.00,0.01,0.02,0.07,0.01,0.02,0.03,0.01,0.02,0.00,0.00,0.01,0.01,0.00,0.00,0.02,,0.19,9.00,황홀하다
지아이조2,0.02,0.01,0.01,0.08,0.04,0.04,0.00,0.09,0.02,0.01,0.01,0.01,0.03,0.03,0.07,0.09,0.01,0.02,0.09,0.00,0.00,0.00,0.01,0.10,0.04,0.04,0.05,0.00,0.02,0.02,0.00,0.01,0.00,0.00,0.00,0.01,,0.10,24.00,안타깝다
지아이조-전쟁의서막,0.01,0.01,0.00,0.13,0.04,0.05,0.00,0.10,0.01,0.01,0.00,0.01,0.03,0.02,0.09,0.12,0.00,0.02,0.07,0.01,0.00,0.00,0.01,0.07,0.02,0.03,0.06,0.00,0.02,0.02,0.00,0.01,0.00,0.00,0.00,0.02,,0.13,4.00,재미있다
짝패,0.01,0.03,0.01,0.07,0.03,0.10,0.00,0.06,0.02,0.01,0.01,0.01,0.03,0.02,0.13,0.10,0.00,0.01,0.03,0.00,0.00,0.01,0.02,0.06,0.02,0.04,0.05,0.00,0.02,0.07,0.00,0.00,0.00,0.00,0.00,0.01,,0.13,15.00,대단하다
쩨쩨한로맨스,0.09,0.01,0.06,0.13,0.12,0.00,0.02,0.05,0.07,0.01,0.03,0.01,0.01,0.02,0.15,0.04,0.00,0.03,0.05,0.00,0.00,0.01,0.00,0.04,0.01,0.01,0.01,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.15,15.00,대단하다
차우,0.01,0.00,0.02,0.15,0.16,0.01,0.00,0.05,0.00,0.00,0.01,0.00,0.01,0.03,0.06,0.01,0.00,0.01,0.03,0.00,0.01,0.00,0.01,0.05,0.01,0.01,0.03,0.00,0.02,0.01,0.06,0.05,0.05,0.00,0.00,0.13,,0.16,5.00,즐겁다
찰리와초콜릿공장,0.09,0.00,0.03,0.17,0.05,0.00,0.01,0.06,0.04,0.01,0.04,0.01,0.02,0.03,0.10,0.11,0.00,0.01,0.05,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.02,0.00,0.00,0.02,0.01,0.00,0.01,0.00,0.00,0.00,,0.17,4.00,재미있다
챔프,0.03,0.00,0.00,0.06,0.04,0.00,0.01,0.03,0.02,0.02,0.32,0.00,0.01,0.01,0.10,0.02,0.01,0.03,0.06,0.00,0.00,0.13,0.00,0.05,0.01,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,0.32,11.00,감동적이다
천국의우편배달부,0.07,0.00,0.00,0.10,0.03,0.00,0.01,0.09,0.25,0.02,0.08,0.03,0.00,0.03,0.09,0.03,0.03,0.01,0.02,0.00,0.00,0.04,0.00,0.03,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.25,9.00,황홀하다
천군,0.01,0.00,0.02,0.15,0.05,0.02,0.01,0.08,0.00,0.01,0.14,0.01,0.03,0.02,0.05,0.04,0.00,0.01,0.06,0.00,0.00,0.03,0.01,0.09,0.02,0.03,0.05,0.00,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.01,,0.15,4.00,재미있다
천년여우여우비,0.05,0.00,0.00,0.12,0.01,0.00,0.02,0.04,0.10,0.02,0.16,0.01,0.01,0.02,0.06,0.04,0.01,0.01,0.03,0.01,0.00,0.09,0.01,0.07,0.01,0.01,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.16,11.00,감동적이다
천사와악마,0.01,0.00,0.00,0.12,0.01,0.00,0.00,0.05,0.01,0.00,0.01,0.01,0.02,0.21,0.09,0.04,0.00,0.03,0.10,0.00,0.00,0.00,0.01,0.05,0.02,0.01,0.04,0.00,0.01,0.01,0.00,0.07,0.00,0.00,0.01,0.06,,0.21,14.00,놀라다
천안함프로젝트,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.01,0.00,0.00,0.01,0.01,0.02,0.00,0.01,0.01,0.02,0.02,0.08,0.03,0.00,0.08,0.02,0.12,0.11,0.02,0.23,0.08,0.00,0.00,0.02,0.00,0.02,0.00,,0.23,29.00,불결하다
천하장사마돈나,0.05,0.01,0.08,0.11,0.14,0.01,0.03,0.08,0.04,0.01,0.07,0.00,0.01,0.02,0.07,0.03,0.00,0.01,0.06,0.01,0.00,0.02,0.01,0.04,0.01,0.01,0.04,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.14,5.00,즐겁다
첫키스만50번째,0.03,0.00,0.04,0.10,0.06,0.00,0.05,0.02,0.23,0.01,0.16,0.00,0.01,0.02,0.08,0.05,0.00,0.01,0.02,0.00,0.00,0.03,0.01,0.02,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.23,9.00,황홀하다
청담보살,0.01,0.01,0.04,0.16,0.18,0.00,0.00,0.07,0.03,0.00,0.04,0.00,0.01,0.01,0.04,0.01,0.00,0.04,0.09,0.00,0.00,0.00,0.00,0.10,0.03,0.02,0.04,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.18,5.00,즐겁다
청설,0.07,0.00,0.00,0.05,0.02,0.00,0.03,0.03,0.37,0.01,0.08,0.00,0.01,0.08,0.07,0.02,0.03,0.03,0.02,0.00,0.00,0.01,0.00,0.02,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.37,9.00,황홀하다
청연,0.01,0.01,0.00,0.03,0.00,0.00,0.01,0.11,0.06,0.01,0.14,0.01,0.04,0.01,0.08,0.06,0.00,0.01,0.05,0.04,0.00,0.06,0.00,0.11,0.02,0.02,0.04,0.01,0.01,0.01,0.00,0.01,0.00,0.00,0.00,0.01,,0.14,11.00,감동적이다
청춘만화,0.05,0.00,0.03,0.10,0.09,0.00,0.02,0.05,0.08,0.03,0.08,0.00,0.02,0.04,0.03,0.01,0.00,0.04,0.10,0.00,0.00,0.05,0.01,0.08,0.04,0.02,0.03,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,0.10,19.00,지루하다
체인질링,0.00,0.00,0.00,0.02,0.00,0.01,0.01,0.05,0.01,0.01,0.09,0.01,0.02,0.04,0.10,0.04,0.00,0.00,0.18,0.05,0.01,0.06,0.00,0.05,0.02,0.03,0.05,0.00,0.01,0.03,0.01,0.02,0.03,0.00,0.02,0.01,,0.18,19.00,지루하다
체포왕,0.01,0.01,0.06,0.21,0.12,0.02,0.01,0.06,0.00,0.01,0.05,0.00,0.02,0.02,0.06,0.02,0.00,0.03,0.07,0.01,0.00,0.01,0.00,0.06,0.01,0.01,0.04,0.00,0.02,0.01,0.01,0.01,0.00,0.00,0.00,0.02,,0.21,4.00,재미있다
초능력자,0.02,0.00,0.01,0.15,0.04,0.00,0.01,0.05,0.01,0.00,0.01,0.00,0.02,0.05,0.06,0.05,0.00,0.01,0.06,0.00,0.00,0.01,0.03,0.09,0.03,0.03,0.06,0.00,0.04,0.01,0.01,0.03,0.01,0.00,0.01,0.05,,0.15,4.00,재미있다
최강로맨스,0.04,0.01,0.02,0.17,0.24,0.00,0.00,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.09,0.07,0.01,0.02,0.04,0.01,0.00,0.01,0.00,0.06,0.01,0.02,0.02,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.24,5.00,즐겁다
최종병기활,0.01,0.01,0.00,0.13,0.01,0.01,0.00,0.06,0.01,0.01,0.02,0.01,0.02,0.02,0.12,0.08,0.00,0.02,0.06,0.01,0.00,0.01,0.01,0.06,0.02,0.02,0.02,0.00,0.01,0.02,0.00,0.13,0.01,0.00,0.00,0.08,,0.13,32.00,등골이서늘하다
친절한금자씨,0.00,0.00,0.01,0.05,0.02,0.01,0.00,0.09,0.03,0.01,0.01,0.01,0.02,0.05,0.05,0.03,0.00,0.01,0.05,0.01,0.00,0.01,0.01,0.06,0.07,0.20,0.04,0.01,0.01,0.07,0.00,0.01,0.01,0.00,0.01,0.01,,0.20,26.00,격분하다
친정엄마,0.00,0.00,0.00,0.01,0.01,0.00,0.04,0.01,0.08,0.03,0.12,0.01,0.01,0.00,0.07,0.01,0.01,0.08,0.04,0.03,0.00,0.35,0.00,0.02,0.03,0.01,0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.01,0.00,,0.35,22.00,슬프다
카,0.05,0.02,0.04,0.17,0.04,0.01,0.01,0.05,0.02,0.00,0.15,0.01,0.01,0.02,0.14,0.04,0.00,0.03,0.05,0.00,0.00,0.02,0.00,0.04,0.03,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,,0.17,4.00,재미있다
카핑베토벤,0.00,0.00,0.00,0.02,0.01,0.00,0.01,0.02,0.04,0.03,0.15,0.13,0.05,0.01,0.06,0.06,0.00,0.00,0.07,0.00,0.00,0.07,0.02,0.05,0.01,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.08,0.00,,0.15,11.00,감동적이다
캐리비안의해적낯선조류,0.06,0.01,0.02,0.17,0.02,0.00,0.00,0.10,0.05,0.00,0.01,0.01,0.03,0.02,0.09,0.06,0.01,0.02,0.10,0.00,0.00,0.00,0.01,0.08,0.05,0.02,0.03,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.01,,0.17,4.00,재미있다
캐리비안의해적-망자의함,0.08,0.00,0.02,0.16,0.05,0.01,0.00,0.13,0.02,0.00,0.01,0.00,0.02,0.02,0.12,0.08,0.00,0.00,0.07,0.00,0.00,0.00,0.02,0.06,0.03,0.01,0.03,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.00,0.02,,0.16,4.00,재미있다
캐리비안의해적-세상의끝에서,0.05,0.00,0.01,0.14,0.02,0.01,0.00,0.08,0.02,0.00,0.01,0.01,0.04,0.01,0.12,0.07,0.00,0.00,0.15,0.00,0.00,0.01,0.01,0.07,0.05,0.02,0.03,0.00,0.01,0.01,0.00,0.01,0.00,0.00,0.00,0.01,,0.15,19.00,지루하다
커플즈,0.04,0.00,0.08,0.18,0.12,0.01,0.01,0.07,0.04,0.01,0.01,0.00,0.01,0.08,0.08,0.02,0.01,0.02,0.09,0.00,0.00,0.01,0.00,0.05,0.01,0.01,0.01,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,,0.18,4.00,재미있다
컨저링,0.00,0.01,0.00,0.02,0.01,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.01,0.01,0.02,0.00,0.12,0.00,0.00,0.02,0.01,0.00,0.01,0.00,0.00,0.01,0.19,0.04,0.30,0.06,0.01,0.01,,0.30,33.00,무섭다
코러스,0.04,0.00,0.01,0.04,0.01,0.00,0.02,0.02,0.13,0.03,0.31,0.02,0.01,0.01,0.09,0.05,0.01,0.02,0.03,0.00,0.00,0.03,0.01,0.04,0.01,0.01,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,,0.31,11.00,감동적이다
코리아,0.04,0.00,0.01,0.06,0.02,0.00,0.01,0.03,0.01,0.02,0.30,0.01,0.02,0.01,0.09,0.03,0.01,0.06,0.05,0.02,0.00,0.11,0.00,0.04,0.01,0.01,0.02,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.01,0.01,,0.30,11.00,감동적이다
콘스탄틴,0.02,0.01,0.01,0.15,0.02,0.01,0.00,0.07,0.02,0.01,0.01,0.01,0.03,0.04,0.10,0.15,0.00,0.01,0.06,0.00,0.00,0.01,0.02,0.06,0.03,0.02,0.06,0.00,0.01,0.01,0.01,0.02,0.01,0.00,0.00,0.02,,0.15,16.00,환상적이다
쿵푸팬더,0.11,0.02,0.04,0.21,0.15,0.01,0.00,0.04,0.01,0.01,0.03,0.00,0.02,0.01,0.14,0.02,0.01,0.02,0.03,0.00,0.00,0.01,0.01,0.04,0.01,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.21,4.00,재미있다
쿵푸팬더2,0.12,0.01,0.04,0.22,0.08,0.00,0.00,0.06,0.01,0.00,0.07,0.01,0.02,0.01,0.10,0.03,0.01,0.01,0.05,0.00,0.00,0.02,0.01,0.06,0.02,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,,0.22,4.00,재미있다
쿵푸허슬,0.01,0.02,0.05,0.17,0.18,0.03,0.00,0.05,0.02,0.01,0.02,0.00,0.02,0.03,0.10,0.04,0.01,0.01,0.05,0.00,0.00,0.01,0.01,0.06,0.03,0.01,0.02,0.00,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.01,,0.18,5.00,즐겁다
퀴즈왕,0.02,0.00,0.06,0.13,0.17,0.00,0.00,0.05,0.00,0.00,0.03,0.00,0.01,0.01,0.04,0.01,0.00,0.01,0.09,0.00,0.00,0.00,0.04,0.10,0.07,0.03,0.05,0.00,0.03,0.01,0.00,0.01,0.00,0.00,0.00,0.00,,0.17,5.00,즐겁다
퀵,0.05,0.01,0.03,0.17,0.16,0.04,0.01,0.05,0.01,0.01,0.01,0.00,0.02,0.01,0.12,0.04,0.01,0.01,0.05,0.00,0.00,0.01,0.00,0.06,0.01,0.02,0.02,0.00,0.02,0.01,0.00,0.01,0.00,0.00,0.00,0.04,,0.17,4.00,재미있다
크레이지2010,0.00,0.00,0.00,0.04,0.01,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.01,0.07,0.04,0.02,0.00,0.03,0.04,0.00,0.02,0.01,0.02,0.04,0.01,0.01,0.04,0.00,0.02,0.04,0.08,0.10,0.06,0.01,0.15,0.08,,0.15,35.00,소름끼치다
크로싱,0.00,0.00,0.00,0.01,0.00,0.00,0.08,0.02,0.01,0.01,0.14,0.01,0.01,0.01,0.06,0.01,0.00,0.01,0.04,0.16,0.00,0.24,0.01,0.06,0.03,0.01,0.02,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,,0.24,22.00,슬프다
